uid,row_id,cell,source_group,first_error_step_1based,gate_open,no_archive_peak_correct_even_without_gate
pb_omnimath_q4__806fea26192a5547,omnimath::omnimath-458,pb_omnimath_q4,pb_source_v2:f245ade478b9a894f08002db,7,True,True
pb_omnimath_q4__329e1528247a1112,omnimath::omnimath-46,pb_omnimath_q4,pb_source_v2:1345464787bb898be70b1cee,5,True,True
pb_omnimath_q4__56b22cc8dffa75e7,omnimath::omnimath-461,pb_omnimath_q4,pb_source_v2:7921ca8d4bed9036bc594854,2,False,False
pb_omnimath_q4__6de67217e53a8d3d,omnimath::omnimath-462,pb_omnimath_q4,pb_source_v2:8a520b4e5f82e05045c06c1b,5,False,False
pb_omnimath_q4__78b08c585bb03c66,omnimath::omnimath-463,pb_omnimath_q4,pb_source_v2:ea552774bd4e682bec341834,4,True,True
pb_omnimath_q4__c5a9627489ee0ae6,omnimath::omnimath-466,pb_omnimath_q4,pb_source_v2:b04189a0ac855a3706878dcf,2,False,False
pb_omnimath_q4__cb2d24d03e269710,omnimath::omnimath-469,pb_omnimath_q4,pb_source_v2:a1083877a7c56a15207c990e,5,True,True
pb_omnimath_q4__02a6d50c7d3c767f,omnimath::omnimath-472,pb_omnimath_q4,pb_source_v2:c2481808dce3d6d225b50c1d,3,False,False
pb_omnimath_q4__cb0cc5d8f30d4592,omnimath::omnimath-473,pb_omnimath_q4,pb_source_v2:069eb8d2350065b9497f088d,2,False,False
pb_omnimath_q4__552a0a97c5be471b,omnimath::omnimath-476,pb_omnimath_q4,pb_source_v2:6529b6365c50ca627871e88e,2,False,False
pb_omnimath_q4__07d8816ed3b4e22f,omnimath::omnimath-477,pb_omnimath_q4,pb_source_v2:7d15221752627bbfc11c1cba,4,True,True
pb_omnimath_q4__8f8274275ad740b3,omnimath::omnimath-480,pb_omnimath_q4,pb_source_v2:7fee3efa98b477c3543d500f,22,False,True
pb_omnimath_q4__2691aa35a9c47a71,omnimath::omnimath-481,pb_omnimath_q4,pb_source_v2:ddd4ab677443e52acdf5b0cf,1,False,False
pb_omnimath_q4__c938bd04febbf05d,omnimath::omnimath-483,pb_omnimath_q4,pb_source_v2:42956f6eb83465ecec721870,4,True,True
pb_omnimath_q4__9c95ca03a43b0a27,omnimath::omnimath-486,pb_omnimath_q4,pb_source_v2:1bc5f69811992b20262347e8,2,True,True
pb_omnimath_q4__1b922489e250ffe8,omnimath::omnimath-493,pb_omnimath_q4,pb_source_v2:55c29b129a70d0cdc6a99600,9,False,False
pb_omnimath_q4__e037430c439634b7,omnimath::omnimath-495,pb_omnimath_q4,pb_source_v2:b82fc5d3d6fa0088cd68bf9f,7,True,True
pb_omnimath_q4__a2307bf1eb763c73,omnimath::omnimath-499,pb_omnimath_q4,pb_source_v2:0de07157e7c7ce3ca6276dae,3,False,False
pb_omnimath_q4__bd593148e9ff2ffb,omnimath::omnimath-5,pb_omnimath_q4,pb_source_v2:48630f0c4a0fa56abdb1ce1b,2,False,False
pb_omnimath_q4__1e1abcb795001a22,omnimath::omnimath-50,pb_omnimath_q4,pb_source_v2:ceaa906e9dd8113b0b6e881c,2,False,False
pb_omnimath_q4__796fda6a0fb2ae32,omnimath::omnimath-502,pb_omnimath_q4,pb_source_v2:bd04a77046222ecb33f69403,3,False,False
pb_omnimath_q4__f6670950e13af527,omnimath::omnimath-507,pb_omnimath_q4,pb_source_v2:7216ff8bb47256fe281573f0,2,True,True
pb_omnimath_q4__e56c290e29ffaabd,omnimath::omnimath-510,pb_omnimath_q4,pb_source_v2:3d418177bcec6b8adc998a86,1,False,False
pb_omnimath_q4__88f6a1a427e47225,omnimath::omnimath-514,pb_omnimath_q4,pb_source_v2:2e21d87dcc4cc21654892feb,2,False,False
pb_omnimath_q4__e96a60b43b352080,omnimath::omnimath-515,pb_omnimath_q4,pb_source_v2:a048fe9b8e138e9daabd2420,2,False,False
pb_omnimath_q4__586d2ba8b5851157,omnimath::omnimath-524,pb_omnimath_q4,pb_source_v2:fb1607aa687ed80e167d6bfa,5,False,False
pb_omnimath_q4__9f5f0fe2d631e721,omnimath::omnimath-526,pb_omnimath_q4,pb_source_v2:cd4f6dc7a01aa7c49cadf4ba,3,True,True
pb_omnimath_q4__bbc5c1a192ae799a,omnimath::omnimath-532,pb_omnimath_q4,pb_source_v2:dff93d6f06ed25f5b1995923,4,True,True
pb_omnimath_q4__81b3dee70bfd2eb8,omnimath::omnimath-54,pb_omnimath_q4,pb_source_v2:3d6e86085194b887d42f6813,4,False,True
pb_omnimath_q4__a11fb6e28568cea2,omnimath::omnimath-554,pb_omnimath_q4,pb_source_v2:b4784a19825c026bca4c6756,3,True,True
pb_omnimath_q4__df852e0b784b336a,omnimath::omnimath-555,pb_omnimath_q4,pb_source_v2:a3b5f9f83fb9cfd40fd95bee,3,False,False
pb_omnimath_q4__021b56e2636de3c8,omnimath::omnimath-560,pb_omnimath_q4,pb_source_v2:ce68f2dc9c768c101a3e6724,3,False,False
pb_omnimath_q4__18b2666fe19cbd82,omnimath::omnimath-57,pb_omnimath_q4,pb_source_v2:57ece77024f1cb9ec96425e0,5,False,True
pb_omnimath_q4__8876d9ec4f54e9d6,omnimath::omnimath-587,pb_omnimath_q4,pb_source_v2:d29e34873715895dee7e430f,8,True,True
pb_omnimath_q4__a5c8457c2d8e3930,omnimath::omnimath-593,pb_omnimath_q4,pb_source_v2:d27214086289d23c9e5425d4,4,True,True
pb_omnimath_q4__81d9768ca49098e5,omnimath::omnimath-603,pb_omnimath_q4,pb_source_v2:4d730d2957123c1205d20dc0,5,False,True
pb_omnimath_q4__abc5c99e3ce39515,omnimath::omnimath-607,pb_omnimath_q4,pb_source_v2:645902c87612d1785874f39b,2,False,False
pb_omnimath_q4__519621152bbe6cf0,omnimath::omnimath-611,pb_omnimath_q4,pb_source_v2:065cb1f591b5ee4471f34f61,1,True,True
pb_omnimath_q4__347e396fb7df28b0,omnimath::omnimath-618,pb_omnimath_q4,pb_source_v2:bd1b9485b314a4b92866c05c,2,False,False
pb_omnimath_q4__74a2b706379ad874,omnimath::omnimath-62,pb_omnimath_q4,pb_source_v2:49a02ab2f223a29671b7d60b,2,True,True
pb_omnimath_q4__ad0bf313013b1c3c,omnimath::omnimath-621,pb_omnimath_q4,pb_source_v2:40b4e2acb5d9223b448bb0a3,5,False,False
pb_omnimath_q4__22384ef3b9acb87d,omnimath::omnimath-622,pb_omnimath_q4,pb_source_v2:af0caf7406bc6c4720edc4ba,2,True,True
pb_omnimath_q4__42a8faf6a4cda6d3,omnimath::omnimath-623,pb_omnimath_q4,pb_source_v2:51c4a91d0fa3a4732021a44d,3,True,True
pb_omnimath_q4__bcf4b66937523ddc,omnimath::omnimath-626,pb_omnimath_q4,pb_source_v2:04e6c1bf3d62f252aec2320e,3,False,True
pb_omnimath_q4__0ff27a8a2ee241c4,omnimath::omnimath-631,pb_omnimath_q4,pb_source_v2:ac4c39a77fa94927c43149c8,2,False,False
pb_omnimath_q4__c67c5f74f2a832eb,omnimath::omnimath-64,pb_omnimath_q4,pb_source_v2:6595f2feb08b696d25749d55,3,False,False
pb_omnimath_q4__50cdc7a1416b7469,omnimath::omnimath-642,pb_omnimath_q4,pb_source_v2:58055b70b69e6aff669a7935,2,True,True
pb_omnimath_q4__251dbe6cf840462c,omnimath::omnimath-650,pb_omnimath_q4,pb_source_v2:c25e9e7258b4e5dcfc372401,5,True,True
pb_omnimath_q4__5f99f8074af458b1,omnimath::omnimath-657,pb_omnimath_q4,pb_source_v2:f5b80da83fc12bc8fb39277c,5,True,True
pb_omnimath_q4__745ad7662a01dae4,omnimath::omnimath-660,pb_omnimath_q4,pb_source_v2:2c12794df06ac64b556d2bb2,8,False,False
pb_omnimath_q4__b2df480335bfd695,omnimath::omnimath-668,pb_omnimath_q4,pb_source_v2:e8eebd9eea03872d0be5896d,3,True,True
pb_omnimath_q4__6dc8ce90c18527e2,omnimath::omnimath-67,pb_omnimath_q4,pb_source_v2:df9af8a321516208b329d6ae,4,True,True
pb_omnimath_q4__cd10aed262849a44,omnimath::omnimath-673,pb_omnimath_q4,pb_source_v2:0a3d072c9b4d33c5ee294bae,5,False,False
pb_omnimath_q4__494c519201b2245d,omnimath::omnimath-677,pb_omnimath_q4,pb_source_v2:4f065d5c755cad2c223b93a6,2,False,False
pb_omnimath_q4__8ffbb0a598ad0e1d,omnimath::omnimath-68,pb_omnimath_q4,pb_source_v2:b282e9450021b5823b7f4246,3,False,False
pb_omnimath_q4__93f01987b77d44ea,omnimath::omnimath-687,pb_omnimath_q4,pb_source_v2:102f4231da13f71b5422db9e,2,False,False
pb_omnimath_q4__d8421803973b25b2,omnimath::omnimath-69,pb_omnimath_q4,pb_source_v2:ef11608d761414ae2fa94bfe,1,True,True
pb_omnimath_q4__86fe5b8bb72d5714,omnimath::omnimath-693,pb_omnimath_q4,pb_source_v2:38e054dfa836e13df714cebd,7,False,False
pb_omnimath_q4__ed45b2cdcb63d1ed,omnimath::omnimath-698,pb_omnimath_q4,pb_source_v2:a726d7938b8790ffa885081e,4,True,True
pb_omnimath_q4__bd8547f281efd778,omnimath::omnimath-701,pb_omnimath_q4,pb_source_v2:9f36f1ab17076b1cb06c88fc,2,False,False
pb_omnimath_q4__43408e62a72fd9f5,omnimath::omnimath-702,pb_omnimath_q4,pb_source_v2:31edf3b3807960a78c16a828,4,True,True
pb_omnimath_q4__a0e37bab2fd23658,omnimath::omnimath-719,pb_omnimath_q4,pb_source_v2:323012bedde4527e877bb109,5,True,True
pb_omnimath_q4__aba1d793ef5cfeaf,omnimath::omnimath-73,pb_omnimath_q4,pb_source_v2:916443122fc0d97ce89f306f,3,True,True
pb_omnimath_q4__889430d7dd63b918,omnimath::omnimath-738,pb_omnimath_q4,pb_source_v2:6069016467251f756167bd41,3,True,True
pb_omnimath_q4__ce08ce945e79ec34,omnimath::omnimath-74,pb_omnimath_q4,pb_source_v2:20a5e3bf6fa70e1136fb380c,3,True,True
pb_omnimath_q4__2f4d17c3b6582c18,omnimath::omnimath-745,pb_omnimath_q4,pb_source_v2:cd0f2aca9c605c47b0ffc8af,7,True,True
pb_omnimath_q4__8596597d5f2bd777,omnimath::omnimath-75,pb_omnimath_q4,pb_source_v2:e93857b19c83038fbb76c1f3,3,False,False
pb_omnimath_q4__10b704b09defe686,omnimath::omnimath-752,pb_omnimath_q4,pb_source_v2:897454869740a36097ee7ed2,2,False,True
pb_omnimath_q4__7da9adb33bba11ca,omnimath::omnimath-76,pb_omnimath_q4,pb_source_v2:21c44dc70a5b7dbe80ff06f0,4,False,True
pb_omnimath_q4__5d5ceaf329c9706d,omnimath::omnimath-763,pb_omnimath_q4,pb_source_v2:ea717fe28ed7e5eeb5879db8,3,True,True
pb_omnimath_q4__b138fd825168c059,omnimath::omnimath-764,pb_omnimath_q4,pb_source_v2:6bb5b872a3cc6c7584cfe586,1,False,False
pb_omnimath_q4__ce09d2f900148ba3,omnimath::omnimath-767,pb_omnimath_q4,pb_source_v2:1f2e759aa47183c46e1f35cc,6,False,True
pb_omnimath_q4__b1ccdd369fe35387,omnimath::omnimath-771,pb_omnimath_q4,pb_source_v2:c8906082d93c369b27b59686,17,False,False
pb_omnimath_q4__e3c06bbc3507c3ba,omnimath::omnimath-773,pb_omnimath_q4,pb_source_v2:f2ff844e91ce1dbdc4515d4e,14,True,True
pb_omnimath_q4__8e9f52b55f09b87c,omnimath::omnimath-774,pb_omnimath_q4,pb_source_v2:decae25f0544c9bf1bab7948,4,True,True
pb_omnimath_q4__83568f7a70d34816,omnimath::omnimath-780,pb_omnimath_q4,pb_source_v2:73822d1761feaacf8284ac33,3,False,False
pb_omnimath_q4__ef836302b31b1b15,omnimath::omnimath-799,pb_omnimath_q4,pb_source_v2:8b9372c089db27dd5559dab4,2,False,False
pb_omnimath_q4__2f6476adf28312b0,omnimath::omnimath-801,pb_omnimath_q4,pb_source_v2:66e5928c9d3b0800618561d9,1,False,False
pb_omnimath_q4__1fc7be846b85d02b,omnimath::omnimath-802,pb_omnimath_q4,pb_source_v2:b24eb334b0e9dd00a932af63,2,False,False
pb_omnimath_q4__d1556432f2af52cb,omnimath::omnimath-808,pb_omnimath_q4,pb_source_v2:3a4a595d6ab77bd61ba1c623,1,False,False
pb_omnimath_q4__c76db04d8b2d333f,omnimath::omnimath-812,pb_omnimath_q4,pb_source_v2:e552231b3a53e7f71e22bf26,6,False,True
pb_omnimath_q4__ad4973d52cd290a7,omnimath::omnimath-817,pb_omnimath_q4,pb_source_v2:adba28a3d90a72385c4a5bb8,5,True,True
pb_omnimath_q4__a89406a9211e0f2a,omnimath::omnimath-825,pb_omnimath_q4,pb_source_v2:25cd9fc27e2e93c6eba20ec6,5,True,True
pb_omnimath_q4__8e7fe6f39b24ae0e,omnimath::omnimath-836,pb_omnimath_q4,pb_source_v2:f57272e87323b2dbe071a043,3,False,False
pb_omnimath_q4__5904a59c0a049b3d,omnimath::omnimath-837,pb_omnimath_q4,pb_source_v2:a65eb99d98bbe2126ec9c1ff,7,True,True
pb_omnimath_q4__98de2d4e4e149673,omnimath::omnimath-85,pb_omnimath_q4,pb_source_v2:808634966b3815f4abe95aba,2,False,False
pb_omnimath_q4__4b28fd8be045d0a9,omnimath::omnimath-86,pb_omnimath_q4,pb_source_v2:8293c5367ba543cc4c3cd4d9,2,False,False
pb_omnimath_q4__71e36993d4d7e3fd,omnimath::omnimath-860,pb_omnimath_q4,pb_source_v2:dbdaf95550d64df1aa7a94c0,3,True,True
pb_omnimath_q4__840c13f374fc0a35,omnimath::omnimath-862,pb_omnimath_q4,pb_source_v2:54d1a71b07bee025bd3d684d,3,True,True
pb_omnimath_q4__fa09d2ad04cc1b75,omnimath::omnimath-874,pb_omnimath_q4,pb_source_v2:139737b1313eeb3d3302dbd6,5,False,False
pb_omnimath_q4__a90c751c3a6477d4,omnimath::omnimath-876,pb_omnimath_q4,pb_source_v2:6a41507301ee454a1eba611a,7,False,True
pb_omnimath_q4__0475fc422c74880c,omnimath::omnimath-886,pb_omnimath_q4,pb_source_v2:35c741a36889f5f9d0368eb3,3,True,True
pb_omnimath_q4__912fa058589f926d,omnimath::omnimath-888,pb_omnimath_q4,pb_source_v2:4366cd7cc5b7da0e632d5140,15,False,True
pb_omnimath_q4__cf6b3a1e271644d5,omnimath::omnimath-89,pb_omnimath_q4,pb_source_v2:794cb05ec2ca73216eef0a1a,6,False,False
pb_omnimath_q4__c51bb5ca48b5af84,omnimath::omnimath-893,pb_omnimath_q4,pb_source_v2:9e7eff9d7d14364124e48d57,3,False,False
pb_omnimath_q4__106cab40a45ea6ed,omnimath::omnimath-895,pb_omnimath_q4,pb_source_v2:a78dbbeacdd255cc1b335f79,2,True,True
pb_omnimath_q4__35c135d345cd6ac9,omnimath::omnimath-9,pb_omnimath_q4,pb_source_v2:1d4454cdb8778a0dd447350c,2,True,True
pb_omnimath_q4__dd692238d5f03941,omnimath::omnimath-904,pb_omnimath_q4,pb_source_v2:2ea3fc01f91b2f307111b462,8,True,True
pb_omnimath_q4__8f7323082d219719,omnimath::omnimath-906,pb_omnimath_q4,pb_source_v2:020436b0d4fefd75d3e899e3,12,True,True
pb_omnimath_q4__1ecf767f04a24ce3,omnimath::omnimath-91,pb_omnimath_q4,pb_source_v2:238d16244e161bacdf532970,4,True,True
pb_omnimath_q4__f00c19b87e3f205a,omnimath::omnimath-918,pb_omnimath_q4,pb_source_v2:a5dddb500a3d5bc465eeaafd,12,True,True
pb_omnimath_q4__158e1cbbbf14061f,omnimath::omnimath-922,pb_omnimath_q4,pb_source_v2:169df78c30e7e74d5e08811b,15,False,False
pb_omnimath_q4__922ddd3255de2bf7,omnimath::omnimath-925,pb_omnimath_q4,pb_source_v2:7986519c0344b89d8d0a4bf3,17,True,True
pb_omnimath_q4__bfa8399aa3f525c9,omnimath::omnimath-937,pb_omnimath_q4,pb_source_v2:29af2e4a6fc659d85aa1f1b8,2,False,False
pb_omnimath_q4__a920c05d1aa148e6,omnimath::omnimath-956,pb_omnimath_q4,pb_source_v2:440805f38fe688d92463f158,16,False,True
pb_omnimath_q4__cea8d13e7dbdcfef,omnimath::omnimath-958,pb_omnimath_q4,pb_source_v2:d4c1b7ee2de5bed0c2037db5,11,True,True
pb_omnimath_q4__4f7baf30830e8d82,omnimath::omnimath-963,pb_omnimath_q4,pb_source_v2:2a9590f9479b348a21399de1,2,True,True
pb_omnimath_q4__53387283d2178bcc,omnimath::omnimath-964,pb_omnimath_q4,pb_source_v2:4f31c900ec25adcc3269246c,2,True,True
pb_omnimath_q4__11922e836ccf3b81,omnimath::omnimath-968,pb_omnimath_q4,pb_source_v2:96e8112f3590b2ed619c6d9e,3,False,False
pb_omnimath_q4__8e2a4bc83e567456,omnimath::omnimath-972,pb_omnimath_q4,pb_source_v2:aa6ce858b473fa1c8d5cbcbd,2,True,True
pb_omnimath_q4__3bf6c61ba271dbdb,omnimath::omnimath-98,pb_omnimath_q4,pb_source_v2:060dc14206b77f28eef5212d,2,False,True
pb_omnimath_q4__52bc5a1978f3e526,omnimath::omnimath-980,pb_omnimath_q4,pb_source_v2:78e09c310a9a73d50e6910a8,3,False,False
pb_omnimath_q4__2fd98935e3434776,omnimath::omnimath-985,pb_omnimath_q4,pb_source_v2:533990f1c80a7b8118b290e4,2,True,True
pb_omnimath_q4__4f290d966e9d0c79,omnimath::omnimath-988,pb_omnimath_q4,pb_source_v2:b5687cc286ff286093b2d32d,5,False,False
pb_omnimath_q4__33c146900b26f730,omnimath::omnimath-99,pb_omnimath_q4,pb_source_v2:19f4c750c3bb669824574f4e,5,False,False
pb_omnimath_q4__c923abcb81ccaf40,omnimath::omnimath-995,pb_omnimath_q4,pb_source_v2:97dbb0bdb25f3ece9bb79016,3,False,False
pb_omnimath_q4__712f5bddbe1bed7b,omnimath::omnimath-998,pb_omnimath_q4,pb_source_v2:141752c85791bb8c0ba7ba2e,7,False,False
pb_omnimath_q8__781112d75a6aeb7d,omnimath::omnimath-0,pb_omnimath_q8,pb_source_v2:7490575179925a5daf6d5aad,3,True,True
pb_omnimath_q8__fcff2bc0e26d79f0,omnimath::omnimath-1,pb_omnimath_q8,pb_source_v2:266b38678f6d4484b5b2ec24,8,False,False
pb_omnimath_q8__61d2b8aa56ab3551,omnimath::omnimath-100,pb_omnimath_q8,pb_source_v2:68b48354e4faf7c3c8692cf5,6,False,False
pb_omnimath_q8__e669a791f7a45a0f,omnimath::omnimath-101,pb_omnimath_q8,pb_source_v2:4d7c32ac19cee7e2d260d193,2,True,True
pb_omnimath_q8__a1831bbe676138c9,omnimath::omnimath-102,pb_omnimath_q8,pb_source_v2:a820d275b757791f580eeb85,3,False,False
pb_omnimath_q8__7de55ce5a108003a,omnimath::omnimath-104,pb_omnimath_q8,pb_source_v2:e64f13499735bc2dce9bd70a,5,True,True
pb_omnimath_q8__8d1706fd7a3c731d,omnimath::omnimath-106,pb_omnimath_q8,pb_source_v2:9ba2468d0d63bb3786f6b1b7,2,True,True
pb_omnimath_q8__b8276ae3a0ac999b,omnimath::omnimath-11,pb_omnimath_q8,pb_source_v2:9492710b3bca130f9a57f4cd,6,True,True
pb_omnimath_q8__3bd5e3f1f252e542,omnimath::omnimath-114,pb_omnimath_q8,pb_source_v2:fdc06a12745706697cc12f5a,9,True,True
pb_omnimath_q8__8d12e5e03d23b726,omnimath::omnimath-117,pb_omnimath_q8,pb_source_v2:596ae77225879296645864e6,12,False,False
pb_omnimath_q8__deec8899e5869422,omnimath::omnimath-12,pb_omnimath_q8,pb_source_v2:6f48656012edea5001330ad2,3,True,True
pb_omnimath_q8__46676d37a581eed2,omnimath::omnimath-122,pb_omnimath_q8,pb_source_v2:521f74f37c6690eedac61ac8,6,False,False
pb_omnimath_q8__bfa2bd03753a616c,omnimath::omnimath-123,pb_omnimath_q8,pb_source_v2:e010594dd3706d346e5cc074,2,False,False
pb_omnimath_q8__6dedde4f0387aff6,omnimath::omnimath-124,pb_omnimath_q8,pb_source_v2:80484af3f1e6913c04046d80,2,False,True
pb_omnimath_q8__973860a7c991e19c,omnimath::omnimath-125,pb_omnimath_q8,pb_source_v2:5f8a23bf42b841fb35355ced,6,False,False
pb_omnimath_q8__adb3f396a7182eb5,omnimath::omnimath-127,pb_omnimath_q8,pb_source_v2:66f3d64170637e12eac5c888,4,True,True
pb_omnimath_q8__f702ca93ba78dae2,omnimath::omnimath-131,pb_omnimath_q8,pb_source_v2:25ef7779bce9aca2b124467f,1,False,False
pb_omnimath_q8__d3057d65e99194e0,omnimath::omnimath-133,pb_omnimath_q8,pb_source_v2:5340761115f6fa470e351bf8,6,False,False
pb_omnimath_q8__16f149911849488f,omnimath::omnimath-135,pb_omnimath_q8,pb_source_v2:04e6c1bf3d62f252aec2320e,3,False,False
pb_omnimath_q8__b3c7b194067a0793,omnimath::omnimath-139,pb_omnimath_q8,pb_source_v2:77eb662c92203de34d483273,11,False,False
pb_omnimath_q8__a32c1eb096b75a18,omnimath::omnimath-14,pb_omnimath_q8,pb_source_v2:bb5a7b4abeaf468991d96bbe,4,False,False
pb_omnimath_q8__5a94899e7146ce6c,omnimath::omnimath-146,pb_omnimath_q8,pb_source_v2:bdbbf80b869ccb7b83afae7f,6,False,False
pb_omnimath_q8__8859395f397f27a8,omnimath::omnimath-151,pb_omnimath_q8,pb_source_v2:4dde23ff8e2a2d9ccdc21365,2,True,True
pb_omnimath_q8__ec7d37e9944e2963,omnimath::omnimath-154,pb_omnimath_q8,pb_source_v2:aae5ca4720276c87833d18b8,3,True,True
pb_omnimath_q8__c54c7534c62b13ae,omnimath::omnimath-157,pb_omnimath_q8,pb_source_v2:15c7050079dccb523465efb9,6,True,True
pb_omnimath_q8__a95eb3edbbc80336,omnimath::omnimath-158,pb_omnimath_q8,pb_source_v2:b9145ebbe9f6579bf02aecf5,2,False,False
pb_omnimath_q8__3688a472a4b9414d,omnimath::omnimath-162,pb_omnimath_q8,pb_source_v2:c0f2a21d79ea6cbd42a61dd4,7,True,True
pb_omnimath_q8__58596e02143e9fd5,omnimath::omnimath-165,pb_omnimath_q8,pb_source_v2:da10f3740b60523f46528e59,3,False,False
pb_omnimath_q8__9d2a7197cd04e581,omnimath::omnimath-166,pb_omnimath_q8,pb_source_v2:dafcdd9c79ce0d9bfcad8811,8,False,False
pb_omnimath_q8__c2e0d1fae53b6d35,omnimath::omnimath-167,pb_omnimath_q8,pb_source_v2:5719488c70970b62ad77fe25,3,False,False
pb_omnimath_q8__9bfee102b207e6d5,omnimath::omnimath-168,pb_omnimath_q8,pb_source_v2:ed35c7a744f81a1d8141954b,2,True,True
pb_omnimath_q8__96538e56c3dd797f,omnimath::omnimath-171,pb_omnimath_q8,pb_source_v2:facaea322c3b50986bb5770c,8,False,False
pb_omnimath_q8__0dec6f0dc0419cc0,omnimath::omnimath-172,pb_omnimath_q8,pb_source_v2:82a13429f465663e363aacaa,8,True,True
pb_omnimath_q8__7c98a180884ddde0,omnimath::omnimath-174,pb_omnimath_q8,pb_source_v2:77448bc95ce28a2646ed17c9,21,False,True
pb_omnimath_q8__68128cc9ffca922a,omnimath::omnimath-178,pb_omnimath_q8,pb_source_v2:4cea0feaf96a98c3fe94e36d,5,True,True
pb_omnimath_q8__ba228f8bfe6a4b6e,omnimath::omnimath-179,pb_omnimath_q8,pb_source_v2:e027f7c0f4d294d56003d335,2,True,True
pb_omnimath_q8__457f939939d7ab7d,omnimath::omnimath-18,pb_omnimath_q8,pb_source_v2:c293cb9bace50b9718b3ede0,1,True,True
pb_omnimath_q8__5d79aa90dd8229ee,omnimath::omnimath-182,pb_omnimath_q8,pb_source_v2:ed409b97917bb93f2df60182,2,False,False
pb_omnimath_q8__8626804d2d239251,omnimath::omnimath-184,pb_omnimath_q8,pb_source_v2:0a877ff64d6ca722a903bcfe,1,False,False
pb_omnimath_q8__596d56ff8e074921,omnimath::omnimath-185,pb_omnimath_q8,pb_source_v2:ca6b273a6a2fc47c657d63a1,2,True,True
pb_omnimath_q8__70e40caa5293b63c,omnimath::omnimath-187,pb_omnimath_q8,pb_source_v2:0fe0afb9bf8ad2c91fb02536,6,False,True
pb_omnimath_q8__2ff1017d54b0480f,omnimath::omnimath-194,pb_omnimath_q8,pb_source_v2:58fe1199c9279a62ad898984,4,False,False
pb_omnimath_q8__d088da031d778b26,omnimath::omnimath-196,pb_omnimath_q8,pb_source_v2:f846855e22b5062bd52c7e3c,4,False,False
pb_omnimath_q8__41a4344f7bb6daba,omnimath::omnimath-197,pb_omnimath_q8,pb_source_v2:716f30fc78ddf930c2147867,4,True,True
pb_omnimath_q8__dccaf0a65fcc7a39,omnimath::omnimath-20,pb_omnimath_q8,pb_source_v2:9d9374a8f420c8904443c9c6,3,False,False
pb_omnimath_q8__bc71f31665b633aa,omnimath::omnimath-203,pb_omnimath_q8,pb_source_v2:66c4cdb01500b9e65f3689ca,3,False,False
pb_omnimath_q8__0b105c9ee4ee4fbe,omnimath::omnimath-204,pb_omnimath_q8,pb_source_v2:39583f22b4c7d9519444f188,2,False,False
pb_omnimath_q8__157240f0a929aa62,omnimath::omnimath-206,pb_omnimath_q8,pb_source_v2:cfb0cd71eb1e636faf59355d,2,True,True
pb_omnimath_q8__631d9765abeb7102,omnimath::omnimath-207,pb_omnimath_q8,pb_source_v2:a388abefcb87c7314bd3b265,8,True,True
pb_omnimath_q8__f4bceb4408a2e719,omnimath::omnimath-208,pb_omnimath_q8,pb_source_v2:fdec140036295909ed81bce8,5,True,True
pb_omnimath_q8__684fc80222e0da95,omnimath::omnimath-214,pb_omnimath_q8,pb_source_v2:3776a92a03596b865e66e5f5,2,False,False
pb_omnimath_q8__278242b4858a9d96,omnimath::omnimath-215,pb_omnimath_q8,pb_source_v2:9fe72795cfb4c02ebc621dd6,3,True,True
pb_omnimath_q8__266fe1a328a4637e,omnimath::omnimath-221,pb_omnimath_q8,pb_source_v2:6fc417fd39dea4fcab3b1041,6,True,True
pb_omnimath_q8__b5487df80bdc740a,omnimath::omnimath-222,pb_omnimath_q8,pb_source_v2:524511f10a95e6f12913d2da,5,False,True
pb_omnimath_q8__2adf206b37ce1008,omnimath::omnimath-224,pb_omnimath_q8,pb_source_v2:4a5f833f88246a4fd7e122fb,3,False,True
pb_omnimath_q8__6800e4c33eee399b,omnimath::omnimath-225,pb_omnimath_q8,pb_source_v2:bfe7ee3104a26c761d003c3b,4,False,False
pb_omnimath_q8__2f7158595bf7b462,omnimath::omnimath-227,pb_omnimath_q8,pb_source_v2:806fb83610be0fc0758643d2,3,True,True
pb_omnimath_q8__127fb1115affc144,omnimath::omnimath-228,pb_omnimath_q8,pb_source_v2:9eb670f3a76c128013d748cb,8,True,True
pb_omnimath_q8__b81a1b69d940666b,omnimath::omnimath-23,pb_omnimath_q8,pb_source_v2:ce6a8e6e25c52c587a086192,2,True,True
pb_omnimath_q8__d038707c19788519,omnimath::omnimath-232,pb_omnimath_q8,pb_source_v2:80d0e7f17cde3518f5d8a774,3,False,False
pb_omnimath_q8__a7e8863c3bf74f6e,omnimath::omnimath-234,pb_omnimath_q8,pb_source_v2:fa907dc07ae0b8787a5a2c34,5,False,True
pb_omnimath_q8__6aa0b0b14d841584,omnimath::omnimath-241,pb_omnimath_q8,pb_source_v2:d2cec1fe8f1a35b63e012ed6,3,False,True
pb_omnimath_q8__c4a742407b81f97f,omnimath::omnimath-25,pb_omnimath_q8,pb_source_v2:0745eee164a867001eb1497a,6,False,False
pb_omnimath_q8__223329774e04dacb,omnimath::omnimath-250,pb_omnimath_q8,pb_source_v2:73206b6859abc2c02d24f178,1,False,False
pb_omnimath_q8__a11b3b4d097ff31b,omnimath::omnimath-253,pb_omnimath_q8,pb_source_v2:19d86aa9f86a3d83a329be49,7,True,True
