cell,model,dataset,n_problems,acc,subset,method,n_feats,anchor,auroc_X,lo,hi,n_rows,valid_rate,published_Y,Y_method,delta_X_minus_Y,head_to_head,flipped
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,GOOD_6,upcr,6,epr,0.8027,0.7894,0.8153,4392,0.878,0.748,Semantic Energy,0.0547,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,top_macro_5,lsml,5,epr,0.7991,0.7863,0.8118,4392,0.878,0.748,Semantic Energy,0.0511,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,top_macro_5,upcr,5,epr,0.7954,0.7823,0.8078,4392,0.878,0.748,Semantic Energy,0.0474,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,STABLE_H9,lsml,9,epr,0.7377,0.7228,0.7517,4392,0.878,0.748,Semantic Energy,-0.0103,SAME-MODEL,True
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,STABLE_H9,upcr,9,epr,0.7314,0.7165,0.7459,4392,0.878,0.748,Semantic Energy,-0.0166,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,ALL_H16,lsml,16,epr,0.7145,0.6995,0.7289,4392,0.878,0.748,Semantic Energy,-0.0335,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,ALL_H16,upcr,16,epr,0.7961,0.7827,0.8098,4392,0.878,0.748,Semantic Energy,0.0481,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,GOOD_5+spilled,lsml,9,epr,0.7877,0.7745,0.8006,4392,0.878,0.748,Semantic Energy,0.0397,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,GOOD_5+spilled,upcr,9,epr,0.7719,0.7583,0.7856,4392,0.878,0.748,Semantic Energy,0.0239,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,GOOD_5+energy,lsml,9,epr,0.706,0.6911,0.7209,4392,0.878,0.748,Semantic Energy,-0.042,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,GOOD_5+energy,upcr,9,epr,0.6248,0.6082,0.6407,4392,0.878,0.748,Semantic Energy,-0.1232,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,GOOD_5+logprob,lsml,8,epr,0.7705,0.7567,0.7838,4392,0.878,0.748,Semantic Energy,0.0225,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,GOOD_5+logprob,upcr,8,epr,0.7731,0.7597,0.7863,4392,0.878,0.748,Semantic Energy,0.0251,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,GOOD_5,lsml,5,cusum_max,0.8006,0.7871,0.8134,4392,0.878,0.748,Semantic Energy,0.0526,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,GOOD_5,upcr,5,cusum_max,0.7954,0.7823,0.8078,4392,0.878,0.748,Semantic Energy,0.0474,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,GOOD_6,lsml,6,cusum_max,0.816,0.803,0.828,4392,0.878,0.748,Semantic Energy,0.068,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,GOOD_6,upcr,6,cusum_max,0.8027,0.7894,0.8153,4392,0.878,0.748,Semantic Energy,0.0547,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,consensus_4,lsml,4,epr,0.962,0.9126,0.9954,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0995,SAME-MODEL,True
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,consensus_4,upcr,4,epr,0.9287,0.8786,0.9782,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0662,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,GOOD_5,lsml,5,epr,0.934,0.8769,0.9911,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0715,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,GOOD_5,upcr,5,epr,0.914,0.7952,0.992,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0515,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,GOOD_6,lsml,6,epr,0.942,0.8906,0.9921,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0795,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,GOOD_6,upcr,6,epr,0.914,0.7952,0.992,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0515,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,top_macro_5,lsml,5,epr,0.9453,0.8868,0.9921,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0828,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,top_macro_5,upcr,5,epr,0.91,0.7821,0.9905,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0475,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,STABLE_H9,lsml,9,epr,0.8967,0.7773,0.9902,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0342,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,STABLE_H9,upcr,9,epr,0.7053,0.4941,0.8932,256,0.512,0.8625,HCPD (arXiv 2606.12900),-0.1572,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,ALL_H16,lsml,16,epr,0.9067,0.7913,0.996,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0442,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,ALL_H16,upcr,16,epr,0.764,0.5981,0.9094,256,0.512,0.8625,HCPD (arXiv 2606.12900),-0.0985,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,GOOD_5+spilled,lsml,9,epr,0.9513,0.888,0.9941,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0888,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,GOOD_5+spilled,upcr,9,epr,0.9307,0.8412,0.9902,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0682,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,GOOD_5+energy,lsml,9,epr,0.926,0.8709,0.9862,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0635,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,GOOD_5+energy,upcr,9,epr,0.9447,0.8825,0.992,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0822,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,GOOD_5+logprob,lsml,8,epr,0.938,0.8343,0.9968,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0755,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,GOOD_5+logprob,upcr,8,epr,0.8853,0.743,0.9934,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0228,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,GOOD_5,lsml,5,cusum_max,0.934,0.8769,0.9911,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0715,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,GOOD_5,upcr,5,cusum_max,0.914,0.7952,0.992,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0515,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,GOOD_6,lsml,6,cusum_max,0.942,0.8906,0.9921,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0795,SAME-MODEL,False
spilled_triviaqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,trivia_qa,500,0.32,GOOD_6,upcr,6,cusum_max,0.914,0.7952,0.992,256,0.512,0.8625,HCPD (arXiv 2606.12900),0.0515,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,consensus_4,lsml,4,epr,0.6579,0.6375,0.6775,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.1841,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,consensus_4,upcr,4,epr,0.6754,0.655,0.696,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.1666,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,GOOD_5,lsml,5,epr,0.6596,0.6383,0.6804,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.1824,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,GOOD_5,upcr,5,epr,0.6734,0.6532,0.6944,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.1686,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,GOOD_6,lsml,6,epr,0.6572,0.6365,0.6788,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.1848,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,GOOD_6,upcr,6,epr,0.6777,0.6577,0.698,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.1643,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,top_macro_5,lsml,5,epr,0.671,0.6505,0.6915,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.171,SAME-MODEL,True
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,top_macro_5,upcr,5,epr,0.6734,0.6532,0.6944,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.1686,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,STABLE_H9,lsml,9,epr,0.6025,0.5802,0.6229,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.2395,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,STABLE_H9,upcr,9,epr,0.6369,0.6168,0.6566,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.2051,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,ALL_H16,lsml,16,epr,0.6555,0.6337,0.6749,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.1865,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,ALL_H16,upcr,16,epr,0.6704,0.6503,0.6897,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.1716,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,GOOD_5+spilled,lsml,9,epr,0.6602,0.6391,0.6812,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.1818,SAME-MODEL,True
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,GOOD_5+spilled,upcr,9,epr,0.658,0.6368,0.6778,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.184,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,GOOD_5+energy,lsml,9,epr,0.6683,0.6474,0.6887,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.1737,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,GOOD_5+energy,upcr,9,epr,0.669,0.6492,0.6889,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.173,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,GOOD_5+logprob,lsml,8,epr,0.6452,0.6245,0.6662,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.1968,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,GOOD_5+logprob,upcr,8,epr,0.5982,0.5781,0.6189,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.2438,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,GOOD_5,lsml,5,cusum_max,0.6596,0.6383,0.6804,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.1824,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,GOOD_5,upcr,5,cusum_max,0.6734,0.6532,0.6944,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.1686,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,GOOD_6,lsml,6,cusum_max,0.6572,0.6365,0.6788,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.1848,SAME-MODEL,False
truthfulqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,truthfulqa,817,0.1157,GOOD_6,upcr,6,cusum_max,0.6777,0.6577,0.698,7633,0.934,0.8420000000000001,TSV (arXiv 2503.01917),-0.1643,SAME-MODEL,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,consensus_4,lsml,4,epr,0.6209,0.5967,0.6442,1980,1.0,,,,,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,consensus_4,upcr,4,epr,0.393,0.3689,0.4176,1980,1.0,,,,,True
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,GOOD_5,lsml,5,epr,0.6262,0.6021,0.6495,1980,1.0,,,,,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,GOOD_5,upcr,5,epr,0.6249,0.6009,0.6484,1980,1.0,,,,,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,GOOD_6,lsml,6,epr,0.626,0.6013,0.6489,1980,1.0,,,,,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,GOOD_6,upcr,6,epr,0.6249,0.6009,0.6484,1980,1.0,,,,,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,top_macro_5,lsml,5,epr,0.627,0.6026,0.6497,1980,1.0,,,,,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,top_macro_5,upcr,5,epr,0.6216,0.5966,0.6451,1980,1.0,,,,,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,STABLE_H9,lsml,9,epr,0.6026,0.5784,0.6262,1980,1.0,,,,,True
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,STABLE_H9,upcr,9,epr,0.6165,0.5921,0.6394,1980,1.0,,,,,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,ALL_H16,lsml,16,epr,0.6058,0.5823,0.6288,1980,1.0,,,,,True
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,ALL_H16,upcr,16,epr,0.4294,0.4046,0.4555,1980,1.0,,,,,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,GOOD_5+spilled,lsml,9,epr,0.6189,0.5944,0.6422,1980,1.0,,,,,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,GOOD_5+spilled,upcr,9,epr,0.6116,0.5872,0.6346,1980,1.0,,,,,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,GOOD_5+energy,lsml,9,epr,0.626,0.6016,0.6498,1980,1.0,,,,,True
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,GOOD_5+energy,upcr,9,epr,0.6177,0.5935,0.6409,1980,1.0,,,,,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,GOOD_5+logprob,lsml,8,epr,0.6223,0.5977,0.6456,1980,1.0,,,,,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,GOOD_5+logprob,upcr,8,epr,0.5938,0.5686,0.6184,1980,1.0,,,,,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,GOOD_5,lsml,5,cusum_max,0.6262,0.6021,0.6495,1980,1.0,,,,,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,GOOD_5,upcr,5,cusum_max,0.6249,0.6009,0.6484,1980,1.0,,,,,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,GOOD_6,lsml,6,cusum_max,0.626,0.6013,0.6489,1980,1.0,,,,,False
gpqa_llama70b,meta-llama/Llama-3.3-70B-Instruct,gpqa,198,0.4571,GOOD_6,upcr,6,cusum_max,0.6249,0.6009,0.6484,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,consensus_4,lsml,4,epr,0.4933,0.4662,0.5206,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,consensus_4,upcr,4,epr,0.5004,0.473,0.5273,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,GOOD_5,lsml,5,epr,0.5163,0.4893,0.5443,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,GOOD_5,upcr,5,epr,0.5121,0.4837,0.5394,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,GOOD_6,lsml,6,epr,0.5108,0.4823,0.5394,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,GOOD_6,upcr,6,epr,0.5263,0.4993,0.5532,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,top_macro_5,lsml,5,epr,0.5145,0.4879,0.5426,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,top_macro_5,upcr,5,epr,0.5106,0.4829,0.5378,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,STABLE_H9,lsml,9,epr,0.5357,0.5086,0.5643,1980,1.0,,,,,True
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,STABLE_H9,upcr,9,epr,0.4654,0.4385,0.4925,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,ALL_H16,lsml,16,epr,0.525,0.4988,0.5526,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,ALL_H16,upcr,16,epr,0.4604,0.4305,0.4867,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,GOOD_5+spilled,lsml,9,epr,0.5117,0.4829,0.5387,1980,1.0,,,,,True
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,GOOD_5+spilled,upcr,9,epr,0.5262,0.499,0.5532,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,GOOD_5+energy,lsml,9,epr,0.5128,0.4858,0.5408,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,GOOD_5+energy,upcr,9,epr,0.5243,0.4955,0.5523,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,GOOD_5+logprob,lsml,8,epr,0.5129,0.485,0.5412,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,GOOD_5+logprob,upcr,8,epr,0.4999,0.4715,0.5268,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,GOOD_5,lsml,5,cusum_max,0.5163,0.4893,0.5443,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,GOOD_5,upcr,5,cusum_max,0.5121,0.4837,0.5394,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,GOOD_6,lsml,6,cusum_max,0.5108,0.4823,0.5394,1980,1.0,,,,,False
gpqa_llama8b,meta-llama/Llama-3.1-8B-Instruct,gpqa,198,0.296,GOOD_6,upcr,6,cusum_max,0.5263,0.4993,0.5532,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,consensus_4,lsml,4,epr,0.4911,0.4634,0.5193,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,consensus_4,upcr,4,epr,0.4885,0.4608,0.5163,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,GOOD_5,lsml,5,epr,0.4956,0.468,0.5228,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,GOOD_5,upcr,5,epr,0.4939,0.4661,0.521,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,GOOD_6,lsml,6,epr,0.4958,0.4695,0.5225,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,GOOD_6,upcr,6,epr,0.4939,0.4661,0.521,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,top_macro_5,lsml,5,epr,0.4918,0.4652,0.5181,1980,1.0,,,,,True
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,top_macro_5,upcr,5,epr,0.4886,0.4604,0.5153,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,STABLE_H9,lsml,9,epr,0.5096,0.4785,0.5361,1980,1.0,,,,,True
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,STABLE_H9,upcr,9,epr,0.491,0.4625,0.5177,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,ALL_H16,lsml,16,epr,0.5088,0.4774,0.5357,1980,1.0,,,,,True
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,ALL_H16,upcr,16,epr,0.4827,0.4562,0.5146,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,GOOD_5+spilled,lsml,9,epr,0.4956,0.4684,0.5222,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,GOOD_5+spilled,upcr,9,epr,0.4946,0.4664,0.5223,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,GOOD_5+energy,lsml,9,epr,0.4982,0.47,0.526,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,GOOD_5+energy,upcr,9,epr,0.5014,0.4716,0.5287,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,GOOD_5+logprob,lsml,8,epr,0.4962,0.4707,0.5234,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,GOOD_5+logprob,upcr,8,epr,0.4934,0.4663,0.5222,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,GOOD_5,lsml,5,cusum_max,0.4956,0.468,0.5228,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,GOOD_5,upcr,5,cusum_max,0.4939,0.4661,0.521,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,GOOD_6,lsml,6,cusum_max,0.4958,0.4695,0.5225,1980,1.0,,,,,False
gpqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,gpqa,198,0.2712,GOOD_6,upcr,6,cusum_max,0.4939,0.4661,0.521,1980,1.0,,,,,False
gpqa_qwen72b,Qwen/Qwen2.5-72B-Instruct,gpqa,198,0.4439,consensus_4,lsml,4,epr,0.6049,0.5797,0.6302,1980,1.0,,,,,True
gpqa_qwen72b,Qwen/Qwen2.5-72B-Instruct,gpqa,198,0.4439,consensus_4,upcr,4,epr,0.6149,0.5884,0.6403,1980,1.0,,,,,False
gpqa_qwen72b,Qwen/Qwen2.5-72B-Instruct,gpqa,198,0.4439,GOOD_5,lsml,5,epr,0.5575,0.5318,0.5816,1980,1.0,,,,,False
gpqa_qwen72b,Qwen/Qwen2.5-72B-Instruct,gpqa,198,0.4439,GOOD_5,upcr,5,epr,0.4115,0.3852,0.4355,1980,1.0,,,,,True
gpqa_qwen72b,Qwen/Qwen2.5-72B-Instruct,gpqa,198,0.4439,GOOD_6,lsml,6,epr,0.5445,0.5184,0.5698,1980,1.0,,,,,False
