candidate,model,family,unit,task,target,locator,prediction
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-615,local,-1,1,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-615,local,-1,1,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-615,local,-1,1,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-617,local,7,2,2
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-617,local,7,4,4
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-617,local,7,4,4
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-617,local,7,4,4
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-617,local,7,2,2
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-617,local,7,4,4
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-627,local,-1,1,1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-627,local,-1,1,1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-627,local,-1,1,1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-627,local,-1,1,1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-627,local,-1,1,1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-627,local,-1,1,1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-628,local,-1,5,5
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-628,local,-1,5,5
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-628,local,-1,5,5
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-628,local,-1,5,5
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-628,local,-1,5,5
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-628,local,-1,5,5
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-630,local,-1,0,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-630,local,-1,0,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-630,local,-1,0,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-630,local,-1,0,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-630,local,-1,0,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-630,local,-1,0,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-644,local,-1,1,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-644,local,-1,1,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-644,local,-1,1,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-644,local,-1,1,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-644,local,-1,1,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-644,local,-1,1,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-650,local,1,2,2
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-650,local,1,2,2
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-650,local,1,2,2
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-650,local,1,2,2
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-650,local,1,2,2
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-650,local,1,2,2
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-658,local,5,6,6
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-658,local,5,6,6
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-658,local,5,6,6
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-658,local,5,6,6
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-658,local,5,6,6
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-658,local,5,6,6
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-666,local,-1,8,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-666,local,-1,1,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-666,local,-1,1,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-666,local,-1,1,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-666,local,-1,8,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-666,local,-1,1,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-668,local,-1,1,1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-668,local,-1,0,0
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-668,local,-1,0,0
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-668,local,-1,0,0
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-668,local,-1,1,1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-668,local,-1,0,0
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-669,local,-1,1,1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-669,local,-1,1,1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-669,local,-1,1,1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-669,local,-1,1,1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-669,local,-1,1,1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-669,local,-1,1,1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-673,local,5,5,5
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-673,local,5,5,5
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-673,local,5,5,5
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-673,local,5,5,5
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-673,local,5,5,5
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-673,local,5,5,5
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-674,local,2,7,7
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-674,local,2,6,6
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-674,local,2,6,6
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-674,local,2,6,6
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-674,local,2,7,7
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-674,local,2,6,6
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-675,local,-1,0,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-675,local,-1,0,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-675,local,-1,0,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-675,local,-1,0,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-675,local,-1,0,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-675,local,-1,0,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-678,local,-1,1,1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-678,local,-1,0,0
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-678,local,-1,1,1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-678,local,-1,1,1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-678,local,-1,1,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-678,local,-1,1,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-68,local,2,1,1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-68,local,2,2,2
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-68,local,2,2,2
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-68,local,2,2,2
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-68,local,2,1,1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-68,local,2,2,2
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-682,local,-1,5,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-682,local,-1,5,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-682,local,-1,5,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-682,local,-1,5,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-682,local,-1,5,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-682,local,-1,5,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-684,local,-1,1,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-684,local,-1,1,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-684,local,-1,1,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-684,local,-1,1,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-684,local,-1,1,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-684,local,-1,1,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-688,local,0,0,0
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-688,local,0,4,4
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-688,local,0,4,4
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-688,local,0,4,4
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-688,local,0,0,0
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-688,local,0,4,4
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-69,local,7,5,5
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-69,local,7,5,5
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-69,local,7,5,5
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-69,local,7,5,5
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-69,local,7,5,5
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-69,local,7,5,5
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-696,local,1,6,6
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-696,local,1,6,6
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-696,local,1,4,4
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-696,local,1,4,4
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-696,local,1,6,6
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-696,local,1,4,4
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-699,local,-1,0,0
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-699,local,-1,0,0
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-699,local,-1,0,0
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-699,local,-1,0,0
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-699,local,-1,0,0
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-699,local,-1,0,0
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-703,local,-1,12,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-703,local,-1,12,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-703,local,-1,12,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-703,local,-1,12,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-703,local,-1,12,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-703,local,-1,12,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-705,local,-1,2,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-705,local,-1,2,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-705,local,-1,0,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-705,local,-1,0,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-705,local,-1,2,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-705,local,-1,0,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-708,local,-1,7,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-708,local,-1,0,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-708,local,-1,7,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-708,local,-1,7,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-708,local,-1,7,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-708,local,-1,7,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-709,local,-1,2,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-709,local,-1,0,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-709,local,-1,0,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-709,local,-1,0,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-709,local,-1,2,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-709,local,-1,0,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-715,local,-1,1,1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-715,local,-1,1,1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-715,local,-1,1,1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-715,local,-1,1,1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-715,local,-1,1,1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-715,local,-1,1,1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-718,local,-1,7,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-718,local,-1,0,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-718,local,-1,7,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-718,local,-1,7,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-718,local,-1,7,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-718,local,-1,7,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-724,local,-1,0,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-724,local,-1,0,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-724,local,-1,0,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-724,local,-1,0,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-724,local,-1,0,0
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-724,local,-1,0,0
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-730,local,-1,1,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-730,local,-1,1,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-730,local,-1,1,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-730,local,-1,1,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-730,local,-1,1,1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-730,local,-1,1,1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-737,local,6,1,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-737,local,6,0,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-737,local,6,0,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-737,local,6,0,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-737,local,6,1,1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-737,local,6,0,0
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-74,local,2,2,2
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-74,local,2,2,2
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-74,local,2,2,2
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-74,local,2,2,2
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-74,local,2,2,2
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-74,local,2,2,2
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-741,local,-1,9,9
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-741,local,-1,13,13
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-741,local,-1,13,13
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-741,local,-1,7,7
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-741,local,-1,9,9
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-741,local,-1,7,7
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-742,local,-1,5,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-742,local,-1,5,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-742,local,-1,5,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-742,local,-1,5,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-742,local,-1,5,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-742,local,-1,5,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-743,local,-1,5,5
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-743,local,-1,5,5
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-743,local,-1,5,5
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-743,local,-1,5,5
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-743,local,-1,5,5
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-743,local,-1,5,5
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-75,local,1,3,3
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-75,local,1,3,3
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-75,local,1,3,3
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-75,local,1,3,3
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-75,local,1,3,3
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-75,local,1,3,3
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-753,local,-1,27,27
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-753,local,-1,27,27
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-753,local,-1,27,27
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-753,local,-1,27,27
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-753,local,-1,27,27
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-753,local,-1,27,27
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-756,local,1,1,1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-756,local,1,0,0
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-756,local,1,0,0
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-756,local,1,0,0
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-756,local,1,1,1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-756,local,1,0,0
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-759,local,-1,2,2
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-759,local,-1,2,2
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-759,local,-1,2,2
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-759,local,-1,2,2
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-759,local,-1,2,2
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-759,local,-1,2,2
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-76,local,7,8,8
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-76,local,7,9,9
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-76,local,7,5,5
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-76,local,7,9,9
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-76,local,7,8,8
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-76,local,7,9,9
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-762,local,1,2,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-762,local,1,2,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-762,local,1,2,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-762,local,1,2,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-762,local,1,2,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-762,local,1,2,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-764,local,-1,3,3
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-764,local,-1,3,3
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-764,local,-1,3,3
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-764,local,-1,3,3
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-764,local,-1,3,3
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-764,local,-1,3,3
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-766,local,-1,3,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-766,local,-1,3,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-766,local,-1,3,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-766,local,-1,3,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-766,local,-1,3,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-766,local,-1,3,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-769,local,-1,4,4
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-769,local,-1,0,0
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-769,local,-1,0,0
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-769,local,-1,0,0
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-769,local,-1,4,4
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-769,local,-1,0,0
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-770,local,-1,3,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-770,local,-1,2,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-770,local,-1,3,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-770,local,-1,3,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-770,local,-1,3,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-770,local,-1,3,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-773,local,-1,0,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-773,local,-1,0,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-773,local,-1,0,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-773,local,-1,0,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-773,local,-1,0,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-773,local,-1,0,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-781,local,-1,1,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-781,local,-1,1,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-781,local,-1,1,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-781,local,-1,1,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-781,local,-1,1,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-781,local,-1,1,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-785,local,-1,2,2
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-785,local,-1,3,3
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-785,local,-1,3,3
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-785,local,-1,3,3
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-785,local,-1,2,2
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-785,local,-1,3,3
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-786,local,-1,0,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-786,local,-1,0,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-786,local,-1,0,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-786,local,-1,0,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-786,local,-1,0,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-786,local,-1,0,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-793,local,-1,0,0
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-793,local,-1,0,0
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-793,local,-1,7,7
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-793,local,-1,0,0
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-793,local,-1,0,0
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-793,local,-1,0,0
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-797,local,-1,4,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-797,local,-1,4,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-797,local,-1,4,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-797,local,-1,4,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-797,local,-1,4,-1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-797,local,-1,4,-1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-798,local,-1,0,-1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-798,local,-1,0,-1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-798,local,-1,2,-1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-798,local,-1,2,-1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-798,local,-1,0,0
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-798,local,-1,2,2
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-803,local,-1,1,1
HISTDET_H0LOC,llama31_8b,olympiadbench,olympiadbench-803,local,-1,1,1
HISTDET_H2LOC,llama31_8b,olympiadbench,olympiadbench-803,local,-1,1,1
HISTDET_H3LOC,llama31_8b,olympiadbench,olympiadbench-803,local,-1,1,1
H0DET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-803,local,-1,1,1
H0DET_H3LOC,llama31_8b,olympiadbench,olympiadbench-803,local,-1,1,1
HISTDET_HISTLOC,llama31_8b,olympiadbench,olympiadbench-815,local,-1,3,-1
