cell,family,domain,arm,phase,selector,variant,n_pool,n_selected,selected_features,pool_features,fallback,intended_methods,diag_json
semenergy_triviaqa_qwen3_8b,triviaqa,QA,mcfs_native,native,mcfs,mcfs_adapt,24,3,spectral_entropy|high_band_power|hl_ratio,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""rule"": ""mcfs"", ""size"": 3}"
semenergy_triviaqa_qwen3_8b,triviaqa,QA,cae_native,native,cae,a3.cae,24,4,spectral_entropy|spectral_centroid|sw_var_peak_spilled|mean_logprob_entropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""curve"": {""3"": 0.3637, ""4"": 0.2896, ""5"": 0.2508, ""6"": 0.2166, ""7"": 0.1803, ""8"": 0.142}, ""k"": 4, ""stability_jaccard"": 0.556, ""val_mse"": 0.2896}"
semenergy_triviaqa_qwen3_8b,triviaqa,QA,lscae_native,native,lscae,lscae,24,6,epr|spectral_entropy|cusum_max|min_energy|sw_var_peak_energy|mean_logprob_entropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""grid_val_mse"": [0.000525, 0.00052, 0.000532, 0.00039, 0.000522, 0.000393], ""k_chosen"": 6, ""k_grid"": [3, 4, 5, 6, 7, 8], ""note"": ""size rule is OURS \u2014 the paper treats k as architectural"", ""val_mse"": 0.00039}"
semenergy_triviaqa_qwen3_8b,triviaqa,QA,dpp_native,native,dpp,dpp,24,21,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|varentropy|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""n_selected"": 21, ""note"": ""stops when the best remaining view is already explained by the kept set (residual variance < tol). SIZE RULE IS OURS."", ""p"": 24, ""residual_variance"": [1.0, 0.984, 0.9314, 0.8043, 0.7373, 0.6718, 0.6149, 0.5649, 0.5267, 0.4244, 0.4055, 0.3094, 0.2675, 0.2428, 0.2079, 0.154, 0.1371, 0.0973, 0.0968, 0.0818, 0.0501], ""tol"": 0.05}"
semenergy_triviaqa_qwen3_8b,triviaqa,QA,dpp_ridge_native,native,dpp,dpp.ridge,24,21,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|varentropy|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""jaccard_vs_dpp"": 1.0, ""n_selected"": 21, ""note"": ""C + ridge*I. A large disagreement with `dpp` means the un-ridged run was driven by numerical noise in the tail eigenvalues."", ""p"": 24, ""ridge"": 0.01, ""tol"": 0.05}"
semenergy_triviaqa_qwen3_8b,triviaqa,QA,dufs_k6,fixed_k6,dufs,a2.dufs_pf_top6,24,6,epr|spectral_entropy|sw_var_peak|cusum_max|mean_top1_logprob|mean_logprob_entropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""six largest gate means"", ""source"": ""a2.dufs_pf""}"
semenergy_triviaqa_qwen3_8b,triviaqa,QA,lapscore_k6,fixed_k6,lapscore,lapscore_s6,24,6,epr|trace_length|spectral_entropy|hl_ratio|mean_logprob_entropy|renyi_entropy_2,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""lapscore"", ""size"": 6}"
semenergy_triviaqa_qwen3_8b,triviaqa,QA,spec_k6,fixed_k6,spec,spec_s6,24,6,epr|trace_length|spectral_entropy|hl_ratio|mean_logprob_entropy|renyi_entropy_2,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""spec"", ""size"": 6}"
semenergy_triviaqa_qwen3_8b,triviaqa,QA,mcfs_k6,fixed_k6,mcfs,mcfs_s6,24,6,spectral_entropy|high_band_power|hl_ratio|spectral_centroid|epr_energy|min_energy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""mcfs"", ""size"": 6}"
semenergy_triviaqa_qwen3_8b,triviaqa,QA,cae_k6,fixed_k6,cae,a3.cae_k6,24,6,trace_length|low_band_power|high_band_power|sw_var_peak_spilled|logprob_margin|mean_logprob_entropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""stability_jaccard"": 0.516, ""val_mse"": 0.2166}"
semenergy_triviaqa_qwen3_8b,triviaqa,QA,lscae_k6,fixed_k6,lscae,lscae.k6,24,6,epr|spectral_entropy|cusum_max|min_energy|sw_var_peak_energy|mean_logprob_entropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""n_selected"": 6, ""note"": ""LS-CAE Eq.(6): reconstruction + Laplacian score at the concrete layer, each inversely weighted by its own magnitude"", ""seed_val_mses"": [0.000525, 0.00039], ""val_mse"": 0.00039}"
semenergy_triviaqa_qwen3_8b,triviaqa,QA,dpp_k6,fixed_k6,dpp,dpp.k6,24,6,hl_ratio|spectral_centroid|hurst_exponent|sw_var_peak_spilled|logprob_margin|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""logdet"": -1.0074, ""note"": ""greedy log-det MAP; residual_variance[i] is the volume the i-th pick added, i.e. its variance orthogonal to the rest"", ""order"": [7, 19, 12, 23, 9, 5], ""p"": 24, ""residual_variance"": [1.0, 0.984, 0.9314, 0.8043, 0.7373, 0.6718]}"
semenergy_triviaqa_qwen3_8b,triviaqa,QA,decorr_k6,fixed_k6,decorrelation,decorr_s6,24,6,low_band_power|high_band_power|dominant_freq|cusum_max_spilled|min_energy|logprob_margin,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""decorr"", ""size"": 6}"
semenergy_triviaqa_qwen3_8b,triviaqa,QA,upcrres_native,method_specific,upcr_residual,a1.upcrres_greedy,24,3,hl_ratio|spectral_centroid|sw_var_peak_energy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr,"{""path"": {""3"": {""cols"": [5, 7, 16], ""objective"": 0.045392576681065784}, ""4"": {""cols"": [5, 7, 9, 16], ""objective"": 0.08530795406366608}, ""5"": {""cols"": [1, 5, 7, 9, 16], ""objective"": 0.08171037890329728}, ""6"": {""cols"": [1, 3, 5, 7, 9, 16], ""objective"": 0.06795164726419826}, ""7"": {""cols"": [1, 2, 3, 5, 7, 9, 16], ""objective"": 0.06578615097415987}, ""8"": {""cols"": [1, 2, 3, 5, 6, 7, 9, 16], ""objective"": 0.06438160748159664}}, ""scope"": ""U-PCR only; its own projection residual is the selector objective""}"
spilled_triviaqa_llama8b,triviaqa,QA,full,baseline,full,full,25,25,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,{}
spilled_triviaqa_llama8b,triviaqa,QA,dufs_native,native,dufs,a2.dufs_pf,25,18,epr|trace_length|spectral_entropy|hl_ratio|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""feat_gate_means"": [1.678, 1.645, 1.469, -1.052, -1.061, 1.523, -0.876, -0.057, 1.633, -1.123, 1.599, 1.699, 1.488, 1.686, -0.905, 1.696, 1.553, -1.062, 1.39, 1.73, 1.666, 1.686, 1.684, 1.673, 1.676], ""n_selected"": 18, ""note"": ""DUFS Eq. (7) parameter-free variant: -tr[.]/(m*(sum_i P(Z_i>=0)+delta)); no lambda, no stability search. Delta vs a2.dufs isolates the cost of our label-free lambda rule.""}"
spilled_triviaqa_llama8b,triviaqa,QA,groupfs_native,native,groupfs,a2.select,25,25,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""C"": 2, ""C_distortion"": {""2"": 1.1332, ""3"": 1.63, ""4"": 1.5738, ""5"": 2.6352, ""6"": 2.5026, ""7"": 2.7436, ""8"": 3.4285}, ""K_groups"": 2, ""feat_gates"": [1.675, 1.618, 1.495, -0.734, -0.782, 1.538, -0.382, 0.409, 1.613, -0.966, 1.587, 1.686, 1.518, 1.679, -0.075, 1.683, 1.558, -0.916, 1.536, 1.704, 1.655, 1.677, 1.686, 1.661, 1.657], ""lambda0"": 0.278451, ""lambda1"": 10.0, ""lambda_dufs"": 0.278451, ""lambda_stability"": {""0.139226"": 0.901, ""0.278451"": 0.932, ""0.556902"": 0.823}, ""n_selected"": 25, ""open_groups"": [0, 1], ""stability"": 0.932, ""subsampled_rows"": 256}"
spilled_triviaqa_llama8b,triviaqa,QA,lapscore_native,native,lapscore,lapscore_adapt,25,6,epr|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""rule"": ""lapscore"", ""size"": 6}"
spilled_triviaqa_llama8b,triviaqa,QA,spec_native,native,spec,spec_adapt,25,6,epr|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""rule"": ""spec"", ""size"": 6}"
spilled_triviaqa_llama8b,triviaqa,QA,mcfs_native,native,mcfs,mcfs_adapt,25,3,hl_ratio|varentropy|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""rule"": ""mcfs"", ""size"": 3}"
spilled_triviaqa_llama8b,triviaqa,QA,cae_native,native,cae,a3.cae,25,6,trace_length|low_band_power|high_band_power|hl_ratio|min_spilled|mean_logprob_entropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""curve"": {""3"": 0.3189, ""4"": 0.2803, ""5"": 0.2725, ""6"": 0.2511, ""7"": 0.2121, ""8"": 0.1747}, ""k"": 6, ""stability_jaccard"": 0.308, ""val_mse"": 0.2511}"
spilled_triviaqa_llama8b,triviaqa,QA,lscae_native,native,lscae,lscae,25,8,epr|low_band_power|spectral_centroid|sw_var_peak|epr_spilled|epr_energy|mean_logprob_entropy|varentropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""grid_val_mse"": [0.001635, 0.001639, 0.001437, 0.001413, 0.001311, 0.00114], ""k_chosen"": 8, ""k_grid"": [3, 4, 5, 6, 7, 8], ""note"": ""size rule is OURS \u2014 the paper treats k as architectural"", ""val_mse"": 0.00114}"
spilled_triviaqa_llama8b,triviaqa,QA,dpp_native,native,dpp,dpp,25,18,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|sw_var_peak_spilled|cusum_max_spilled|min_spilled|min_energy|sw_var_peak_energy|cusum_max_energy|logprob_margin|varentropy|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""n_selected"": 18, ""note"": ""stops when the best remaining view is already explained by the kept set (residual variance < tol). SIZE RULE IS OURS."", ""p"": 25, ""residual_variance"": [1.0, 0.9988, 0.9834, 0.9147, 0.8463, 0.7731, 0.5681, 0.5333, 0.4641, 0.4033, 0.3853, 0.3381, 0.2576, 0.1667, 0.1627, 0.1227, 0.0775, 0.0575], ""tol"": 0.05}"
spilled_triviaqa_llama8b,triviaqa,QA,dpp_ridge_native,native,dpp,dpp.ridge,25,21,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|logprob_margin|varentropy|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""jaccard_vs_dpp"": 0.857, ""n_selected"": 21, ""note"": ""C + ridge*I. A large disagreement with `dpp` means the un-ridged run was driven by numerical noise in the tail eigenvalues."", ""p"": 25, ""ridge"": 0.01, ""tol"": 0.05}"
spilled_triviaqa_llama8b,triviaqa,QA,dufs_k6,fixed_k6,dufs,a2.dufs_pf_top6,25,6,epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|varentropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""six largest gate means"", ""source"": ""a2.dufs_pf""}"
spilled_triviaqa_llama8b,triviaqa,QA,lapscore_k6,fixed_k6,lapscore,lapscore_s6,25,6,epr|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""lapscore"", ""size"": 6}"
spilled_triviaqa_llama8b,triviaqa,QA,spec_k6,fixed_k6,spec,spec_s6,25,6,epr|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""spec"", ""size"": 6}"
spilled_triviaqa_llama8b,triviaqa,QA,mcfs_k6,fixed_k6,mcfs,mcfs_s6,25,6,high_band_power|hl_ratio|dominant_freq|logprob_margin|varentropy|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""mcfs"", ""size"": 6}"
spilled_triviaqa_llama8b,triviaqa,QA,cae_k6,fixed_k6,cae,a3.cae_k6,25,6,trace_length|low_band_power|high_band_power|hl_ratio|min_spilled|mean_logprob_entropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""stability_jaccard"": 0.308, ""val_mse"": 0.2511}"
spilled_triviaqa_llama8b,triviaqa,QA,lscae_k6,fixed_k6,lscae,lscae.k6,25,6,epr|sw_var_peak|epr_spilled|epr_energy|logprob_margin|varentropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""n_selected"": 6, ""note"": ""LS-CAE Eq.(6): reconstruction + Laplacian score at the concrete layer, each inversely weighted by its own magnitude"", ""seed_val_mses"": [0.001413, 0.001413], ""val_mse"": 0.001413}"
spilled_triviaqa_llama8b,triviaqa,QA,dpp_k6,fixed_k6,dpp,dpp.k6,25,6,high_band_power|hl_ratio|hurst_exponent|min_spilled|sw_var_peak_energy|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""logdet"": -0.5313, ""note"": ""greedy log-det MAP; residual_variance[i] is the volume the i-th pick added, i.e. its variance orthogonal to the rest"", ""order"": [17, 24, 5, 14, 9, 4], ""p"": 25, ""residual_variance"": [1.0, 0.9988, 0.9834, 0.9147, 0.8463, 0.7731]}"
spilled_triviaqa_llama8b,triviaqa,QA,decorr_k6,fixed_k6,decorrelation,decorr_s6,25,6,spectral_entropy|high_band_power|dominant_freq|hurst_exponent|sw_var_peak_energy|mean_logprob_entropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""decorr"", ""size"": 6}"
