idx,cohort,cell,steps,tokens,step_share,rank_oracle,best_readout,contains_max,contains_top3,inside_minus_outside,rank_top10,rank_max,rank_mean,rank_median,rank_tophalf,rank_first4,rank_last4,rank_top3
5086,gate_blocked,pb_omnimath_q4,6,579,0.24870466321243523,1,max,False,True,-0.04393879458197958,3,1,3,4,3,3,5,2
5087,caught,pb_omnimath_q4,6,383,0.09138381201044386,1,mean,True,True,0.04264943089602036,3,3,1,4,2,2,5,3
5088,caught,pb_omnimath_q4,6,619,0.0791599353796446,1,top10,True,True,0.4941782112216333,1,1,1,1,1,1,1,1
5089,caught,pb_omnimath_q4,6,522,0.14942528735632185,3,top3,False,True,-0.053089543258821426,5,4,4,4,5,5,4,3
5090,loc_miss_open,pb_omnimath_q4,11,672,0.11904761904761904,3,first4,False,False,-0.09977148536204883,7,8,7,7,7,3,6,7
5091,caught,pb_omnimath_q4,10,447,0.15659955257270694,1,top10,True,True,0.07144100102510564,1,1,2,1,1,4,2,2
5092,caught,pb_omnimath_q4,7,562,0.16903914590747332,3,median,True,True,0.006528302747666803,5,4,4,3,5,3,5,4
5093,loc_miss_closed,pb_omnimath_q4,10,1091,0.09899175068744272,1,first4,False,True,-0.00030237946896649603,4,2,4,4,4,1,8,4
5094,caught,pb_omnimath_q4,8,850,0.19176470588235295,1,last4,True,True,0.5231953757977004,2,3,5,3,3,2,1,3
5095,loc_miss_open,pb_omnimath_q4,11,763,0.0799475753604194,3,last4,False,False,-0.21946696421851053,8,11,6,6,7,9,3,10
5096,caught,pb_omnimath_q4,10,1136,0.11003521126760564,2,top10,False,True,-0.1345291955440222,2,8,3,3,3,3,4,5
5097,gate_blocked,pb_omnimath_q4,6,892,0.37331838565022424,1,top10,True,True,0.781349054041037,1,2,5,5,5,1,5,1
5098,gate_blocked,pb_omnimath_q4,3,368,0.4375,1,top10,True,True,0.6659196762832571,1,1,1,1,1,1,2,1
5099,caught,pb_omnimath_q4,6,827,0.23579201934703747,1,top10,True,True,0.0521022441995147,1,1,1,1,1,3,5,1
5100,caught,pb_omnimath_q4,8,1003,0.10468594217347957,1,mean,False,True,-0.02022878487029378,2,2,1,1,1,5,3,2
5101,gate_blocked,pb_omnimath_q4,4,326,0.5122699386503068,1,top10,True,True,0.7050977966082312,1,1,1,2,1,1,2,1
5102,caught,pb_omnimath_q4,11,932,0.20815450643776823,1,top10,False,True,-0.06954581756860145,1,4,2,1,1,1,3,2
5103,caught,pb_omnimath_q4,17,1775,0.13352112676056338,1,first4,False,False,-0.10408812940155476,3,4,9,13,9,1,1,5
5104,gate_blocked,pb_omnimath_q4,12,1043,0.08533077660594439,2,first4,False,True,-0.0263311737812868,3,4,4,4,4,2,6,3
5105,caught,pb_omnimath_q4,5,787,0.19695044472681067,1,top10,True,True,0.22235464191830845,1,1,3,3,3,5,2,1
5106,gate_blocked,pb_omnimath_q4,8,577,0.28422876949740034,1,top10,True,True,0.0027645718228117566,1,1,5,5,5,4,2,1
5107,caught,pb_omnimath_q4,13,962,0.07692307692307693,1,median,True,True,0.12663975509807912,2,6,2,1,1,8,1,2
5108,caught,pb_omnimath_q4,8,1397,0.28418038654259126,1,top10,True,True,0.007109298025941735,1,2,5,3,2,1,2,2
5109,caught,pb_omnimath_q4,9,800,0.165,1,last4,True,True,0.21092012581479436,5,7,7,6,6,9,1,6
5110,caught,pb_omnimath_q4,9,856,0.3341121495327103,2,first4,True,True,0.019009816115143963,4,3,7,9,7,2,5,4
5111,caught,pb_omnimath_q4,11,638,0.12225705329153605,1,first4,True,True,0.003985147647048715,2,5,2,2,2,1,2,5
5112,loc_miss_closed,pb_omnimath_q4,6,1044,0.1724137931034483,4,last4,False,False,-0.5175215819858046,6,6,5,5,5,5,4,6
5113,caught,pb_omnimath_q4,4,752,0.14095744680851063,1,mean,False,True,-0.01112797156561296,3,3,1,2,2,1,2,3
5114,gate_blocked,pb_omnimath_q4,8,492,0.18902439024390244,1,max,True,True,0.04330934801671993,3,1,7,7,7,1,6,2
5115,gate_blocked,pb_omnimath_q4,12,831,0.148014440433213,1,top10,True,True,0.3807797691157544,1,1,2,2,2,6,2,1
5116,caught,pb_omnimath_q4,9,705,0.13900709219858157,2,tophalf,False,True,-0.13542651790224958,3,5,5,3,2,5,2,4
5117,caught,pb_omnimath_q4,12,1009,0.1645193260654113,4,top10,True,True,0.11973815808071198,4,5,10,9,8,8,5,4
5118,caught,pb_omnimath_q4,8,617,0.1458670988654781,1,top10,True,True,0.05013807937723658,1,1,1,1,1,1,3,1
5119,caught,pb_omnimath_q4,15,1225,0.04653061224489796,1,last4,True,True,0.19712706090033993,4,5,3,3,3,7,1,4
5120,caught,pb_omnimath_q4,4,629,0.3179650238473768,1,first4,True,True,0.38303768807625316,2,2,3,2,3,1,1,2
5121,caught,pb_omnimath_q4,9,523,0.2676864244741874,1,top10,True,True,0.18759429902119518,1,1,1,1,1,2,1,1
5122,loc_miss_open,pb_omnimath_q4,5,1079,0.2159406858202039,4,top10,False,False,-0.09045571927566098,4,4,4,4,4,4,4,4
5123,gate_blocked,pb_omnimath_q4,6,849,0.22968197879858657,1,top10,False,True,-0.03724937250975202,1,2,1,1,1,4,5,1
5124,caught,pb_omnimath_q4,10,877,0.12884834663625996,2,mean,True,True,0.15440377760562551,5,7,2,2,2,2,4,7
5125,caught,pb_omnimath_q4,7,771,0.1297016861219196,1,top10,True,True,0.37312556327136726,1,1,2,2,2,3,2,1
5126,gate_blocked,pb_omnimath_q4,10,981,0.30275229357798167,1,top10,True,True,0.12886548029977174,1,2,5,5,5,2,1,1
5127,loc_miss_open,pb_omnimath_q4,10,577,0.09705372616984402,2,last4,True,True,0.030775735214704447,4,3,5,5,5,4,2,4
5128,caught,pb_omnimath_q4,6,476,0.2920168067226891,2,last4,False,False,-0.06812534373261414,3,4,4,4,4,4,2,4
5129,caught,pb_omnimath_q4,6,628,0.24203821656050956,1,top10,True,True,0.12564488610748348,1,1,1,2,2,3,1,1
5130,caught,pb_omnimath_q4,9,667,0.13193403298350825,1,max,True,True,0.22224744173471356,4,1,8,7,6,5,2,1
5131,loc_miss_open,pb_omnimath_q4,9,831,0.16365824308062576,4,max,True,True,0.014818756320115423,6,4,6,5,6,6,6,5
5132,loc_miss_open,pb_omnimath_q4,11,773,0.03622250970245795,4,first4,False,False,-0.09595338582356083,10,6,10,8,10,4,10,10
5133,gate_blocked,pb_omnimath_q4,9,485,0.1422680412371134,1,top10,True,True,0.4636865703285604,1,1,2,2,2,2,7,1
5134,caught,pb_omnimath_q4,4,536,0.31902985074626866,1,top10,True,True,0.36865909869040303,1,1,2,2,2,3,3,1
5135,caught,pb_omnimath_q4,11,1837,0.07348938486663037,1,last4,True,True,0.014919994475296683,5,8,3,2,4,6,1,7
5136,gate_blocked,pb_omnimath_q4,6,392,0.19387755102040816,2,top3,False,True,-0.03613785643733447,3,3,4,5,3,4,4,2
5137,gate_blocked,pb_omnimath_q4,9,475,0.23578947368421052,3,top10,False,True,-0.04132924258776627,3,4,5,5,5,7,8,4
5138,caught,pb_omnimath_q4,14,1506,0.08964143426294821,1,top10,False,True,-0.00787314214190138,1,2,1,1,1,1,7,3
5139,gate_blocked,pb_omnimath_q4,15,931,0.16970998925886144,1,top10,False,True,-0.05420313866115123,1,5,1,2,1,4,3,2
5140,gate_blocked,pb_omnimath_q4,4,348,0.2988505747126437,1,top10,True,True,0.6990591648478182,1,1,1,1,1,1,4,1
5141,gate_blocked,pb_omnimath_q4,8,605,0.14545454545454545,1,top10,True,True,0.17352984690862883,1,1,1,1,1,3,1,1
5142,gate_blocked,pb_omnimath_q4,6,604,0.2682119205298013,1,top10,True,True,0.3190220545888991,1,3,1,1,1,1,4,1
5143,caught,pb_omnimath_q4,8,750,0.092,1,top10,True,True,0.07545489441760078,1,1,1,1,1,2,4,1
5144,caught,pb_omnimath_q4,7,493,0.20081135902636918,1,mean,True,True,0.9643108317359728,2,2,1,1,1,2,2,2
5145,caught,pb_omnimath_q4,12,1097,0.12488605287146765,1,max,True,True,0.027483927372321304,2,1,2,2,2,11,7,2
5146,caught,pb_omnimath_q4,11,1042,0.11036468330134357,2,first4,True,True,0.40762344824018815,4,3,4,3,5,2,5,4
5147,caught,pb_omnimath_q4,8,579,0.08981001727115717,1,mean,False,True,-0.024437977950135137,4,4,1,1,1,2,2,4
5148,caught,pb_omnimath_q4,11,1212,0.0429042904290429,2,last4,False,False,-0.038698208449647886,6,6,4,5,5,6,2,7
5149,gate_blocked,pb_omnimath_q4,6,900,0.21,1,mean,True,True,0.548077283357598,3,3,1,1,1,4,6,3
5150,loc_miss_open,pb_omnimath_q4,12,1440,0.14791666666666667,4,first4,True,True,0.09101565570440284,5,8,8,7,6,4,9,5
5151,loc_miss_closed,pb_omnimath_q4,5,293,0.13310580204778158,3,median,False,True,-0.06334781057610361,4,4,4,3,4,3,5,4
5152,loc_miss_open,pb_omnimath_q4,11,1055,0.07582938388625593,2,first4,False,False,-0.03588239563490858,5,4,4,3,3,2,7,3
5153,loc_miss_open,pb_omnimath_q4,18,1435,0.11707317073170732,6,last4,False,False,-0.4423952127444777,13,16,11,10,14,15,6,14
5154,caught,pb_omnimath_q4,6,837,0.1135005973715651,1,mean,True,True,1.0066361657266105,2,2,1,1,1,2,2,2
5155,loc_miss_open,pb_omnimath_q4,8,1146,0.1099476439790576,1,median,False,False,-0.23353652392348034,3,6,2,1,2,2,2,4
5156,loc_miss_open,pb_omnimath_q4,9,1017,0.0471976401179941,2,max,True,True,0.015656575097525938,5,2,5,4,4,2,2,4
5157,caught,pb_omnimath_q4,5,570,0.21403508771929824,1,top10,True,True,0.2341037935419883,1,2,1,1,1,1,2,1
5158,caught,pb_omnimath_q4,5,490,0.24693877551020407,1,top10,True,True,0.3632657387605869,1,1,2,2,1,3,2,1
5159,caught,pb_omnimath_q4,5,723,0.18533886583679116,1,mean,True,True,0.21133227518919373,2,2,1,1,1,1,1,2
5160,loc_miss_open,pb_omnimath_q4,7,842,0.27078384798099764,2,top10,False,False,-0.16153922368742357,2,3,4,4,4,7,4,3
5161,gate_blocked,pb_omnimath_q4,5,338,0.35798816568047337,1,top10,True,True,0.6138670006227387,1,1,1,2,1,1,4,1
5162,caught,pb_omnimath_q4,7,664,0.21385542168674698,1,mean,True,True,0.049775038294269214,2,2,1,1,2,1,2,2
5163,gate_blocked,pb_omnimath_q4,8,866,0.10392609699769054,1,tophalf,False,True,-0.07256826049681386,5,6,3,2,1,6,1,6
5164,loc_miss_open,pb_omnimath_q4,11,1196,0.06020066889632107,1,mean,False,False,-0.12391560171456684,7,6,1,1,1,7,8,7
5165,loc_miss_open,pb_omnimath_q4,8,1538,0.08972691807542263,4,top3,False,True,-0.0373432678935286,6,5,6,7,5,7,6,4
5166,caught,pb_omnimath_q4,7,631,0.2202852614896989,1,top10,True,True,0.12859310136974056,1,2,2,1,1,4,4,1
5167,loc_miss_open,pb_omnimath_q4,8,1363,0.0652971386647102,4,mean,False,False,-0.16519066403504357,5,7,4,6,5,4,7,5
5168,gate_blocked,pb_omnimath_q4,8,1544,0.17810880829015543,1,max,True,True,0.05558506531576457,2,1,3,3,3,2,2,2
5169,caught,pb_omnimath_q4,7,393,0.21374045801526717,2,max,True,True,0.022792271855961665,3,2,6,6,5,2,6,2
5170,caught,pb_omnimath_q4,12,994,0.13279678068410464,1,max,False,False,-0.09671827284756507,3,1,6,3,3,11,12,2
5171,caught,pb_omnimath_q4,14,1218,0.05172413793103448,1,top10,True,True,0.507963017602183,1,1,1,1,1,2,1,1
5172,caught,pb_omnimath_q4,7,434,0.16129032258064516,1,top10,True,True,0.4159491849292598,1,1,2,2,2,3,1,1
5173,loc_miss_open,pb_omnimath_q4,27,1666,0.018607442977190875,8,mean,False,False,-0.1560637532839524,20,22,8,10,14,21,11,22
5174,caught,pb_omnimath_q4,6,862,0.2505800464037123,1,top10,True,True,0.43176517811419135,1,1,1,1,1,2,5,1
5175,caught,pb_omnimath_q4,4,606,0.40924092409240925,1,top10,True,True,0.36890605233303475,1,1,1,1,1,1,3,1
5176,caught,pb_omnimath_q4,7,796,0.29020100502512564,1,top10,True,True,0.9921338734567016,1,2,5,6,6,7,1,1
5177,loc_miss_open,pb_omnimath_q4,10,1133,0.1323918799646955,1,last4,False,True,-0.14006956510570578,4,4,5,5,4,7,1,4
5178,caught,pb_omnimath_q4,8,1604,0.11783042394014963,1,top10,True,True,0.24878853770288867,1,5,3,3,2,5,6,5
5179,caught,pb_omnimath_q4,6,735,0.22040816326530613,1,top10,True,True,0.0438193003837033,1,3,1,1,1,2,6,2
5180,caught,pb_omnimath_q4,12,1746,0.09965635738831616,1,top10,False,True,-0.0705455097238481,1,4,2,2,1,11,7,3
5181,gate_blocked,pb_omnimath_q4,5,740,0.2972972972972973,1,top10,True,True,0.7884218261802767,1,2,1,1,1,1,1,2
5182,loc_miss_open,pb_omnimath_q4,5,1047,0.09264565425023878,1,mean,True,True,0.0004958602662901157,2,4,1,2,2,1,2,3
5183,loc_miss_open,pb_omnimath_q4,9,722,0.054016620498614956,1,mean,False,False,-0.030964583343873864,6,7,1,1,2,4,3,8
5184,caught,pb_omnimath_q4,5,622,0.18488745980707397,2,top10,True,True,0.06269070946184052,2,2,4,3,4,5,4,2
5185,caught,pb_omnimath_q4,13,1078,0.1456400742115028,1,max,True,True,0.24751740346264484,2,1,4,6,8,6,12,1
5186,caught,pb_omnimath_q4,6,436,0.21330275229357798,4,mean,False,False,-0.0928617290935736,5,6,4,4,4,5,5,6
5187,caught,pb_omnimath_q4,6,543,0.23572744014732966,1,top10,True,True,0.6425372915341825,1,1,4,3,2,4,5,1
5188,loc_miss_open,pb_omnimath_q4,24,1050,0.0419047619047619,5,last4,True,True,0.043581724345091555,10,7,14,13,11,9,5,11
5189,gate_blocked,pb_omnimath_q4,6,573,0.07155322862129145,1,top10,True,True,0.03209528085257274,1,2,1,1,1,3,1,2
5190,gate_blocked,pb_omnimath_q4,9,630,0.07936507936507936,1,first4,True,True,0.11484967503152888,2,4,2,2,2,1,2,3
5191,caught,pb_omnimath_q4,9,497,0.1488933601609658,3,top10,False,True,-0.07384768348165172,3,3,3,3,3,3,7,3
5192,caught,pb_omnimath_q4,4,598,0.23244147157190637,1,top10,True,True,0.537813151608574,1,1,2,2,1,1,1,1
5193,gate_blocked,pb_omnimath_q4,3,243,0.5555555555555556,1,first4,True,True,0.07491700336631202,3,2,3,3,3,1,3,3
5194,gate_blocked,pb_omnimath_q4,5,352,0.21306818181818182,1,tophalf,False,True,-0.017621123342764777,2,2,2,2,1,3,2,2
5195,caught,pb_omnimath_q4,11,852,0.14553990610328638,1,top10,True,True,0.20184947278910137,1,1,2,1,1,1,1,1
5196,loc_miss_open,pb_omnimath_q4,26,1830,0.030601092896174863,2,last4,False,False,-0.18826546124577437,14,16,18,18,16,10,2,12
5197,caught,pb_omnimath_q4,8,869,0.1852704257767549,6,top10,False,False,-0.23467840034014298,6,6,8,7,8,7,8,7
5198,loc_miss_closed,pb_omnimath_q4,14,1142,0.040280210157618214,1,last4,False,True,-0.0855529689015917,5,6,2,2,2,4,1,5
5199,loc_miss_open,pb_omnimath_q4,13,1216,0.038651315789473686,3,mean,False,False,-0.15328666378324796,8,6,3,3,3,9,5,6
5200,caught,pb_omnimath_q4,10,974,0.16119096509240247,1,last4,True,True,0.10984505394625055,2,3,2,2,2,7,1,2
5201,loc_miss_open,pb_omnimath_q4,12,1785,0.07675070028011205,2,mean,False,False,-0.2118212630439844,8,9,2,2,4,6,12,8
5202,caught,pb_omnimath_q4,9,899,0.08231368186874305,1,top10,False,True,-0.019129060678267695,1,1,2,2,1,1,3,1
5203,gate_blocked,pb_omnimath_q4,6,350,0.24,1,mean,True,True,0.039762070994012744,2,2,1,1,1,1,2,2
5204,gate_blocked,pb_omnimath_q4,7,494,0.24696356275303644,1,mean,True,True,0.1117541614836921,2,3,1,2,3,1,6,3
5205,loc_miss_open,pb_omnimath_q4,10,714,0.0742296918767507,1,last4,False,True,-0.06792463603504828,2,4,5,5,4,4,1,2
5206,caught,pb_omnimath_q4,6,743,0.12920592193808883,2,tophalf,True,True,0.11437149926800938,3,3,3,3,2,5,2,3
5207,caught,pb_omnimath_q4,7,887,0.17023675310033823,1,top10,True,True,0.05264957129224501,1,1,3,3,3,3,2,1
5208,gate_blocked,pb_omnimath_q4,4,215,0.24186046511627907,1,top10,True,True,1.0177280513075369,1,1,1,1,1,4,3,1
5209,caught,pb_omnimath_q4,6,945,0.24761904761904763,1,top10,True,True,0.29532152762432373,1,2,3,3,3,1,2,2
5210,caught,pb_omnimath_q4,7,575,0.10956521739130434,2,mean,False,True,-0.004296981105758491,3,6,2,2,2,6,2,6
5211,loc_miss_open,pb_omnimath_q4,23,1434,0.027196652719665274,16,last4,False,False,-0.21159805070455273,22,21,20,20,21,20,16,22
5212,caught,pb_omnimath_q4,7,1162,0.16609294320137694,1,top10,True,True,0.2798408517759827,1,1,3,2,2,5,7,1
5213,caught,pb_omnimath_q4,8,776,0.15077319587628865,1,last4,True,True,0.06835316420790827,2,2,2,2,2,3,1,2
5214,caught,pb_omnimath_q4,5,441,0.20634920634920634,1,top10,True,True,0.1367983391797809,1,2,1,1,1,2,1,2
5215,gate_blocked,pb_omnimath_q4,6,207,0.16908212560386474,1,top10,True,True,0.276450231502674,1,1,1,1,1,2,2,1
5216,gate_blocked,pb_omnimath_q4,6,360,0.3472222222222222,1,top10,True,True,2.4135424361688695,1,1,1,1,1,1,2,1
5217,caught,pb_omnimath_q4,5,879,0.32081911262798635,1,last4,True,True,0.0464746681508621,2,2,4,4,4,2,1,2
5218,caught,pb_omnimath_q4,10,1436,0.059192200557103065,1,top10,False,True,-0.007601833903471356,1,1,2,1,1,9,8,1
5219,gate_blocked,pb_omnimath_q4,5,983,0.4333672431332655,1,top10,True,True,0.16451806220759035,1,1,5,5,4,2,5,1
5220,loc_miss_open,pb_omnimath_q4,12,796,0.059045226130653265,4,last4,False,False,-0.25653197726090604,9,10,9,9,9,9,4,9
5221,caught,pb_omnimath_q4,8,869,0.17031070195627157,2,last4,False,True,-0.08427841093885835,4,3,5,4,5,6,2,5
5222,caught,pb_omnimath_q4,11,382,0.18324607329842932,1,top10,False,True,-0.11884107282187473,1,4,4,4,4,9,3,2
5223,caught,pb_omnimath_q4,9,1131,0.14146772767462423,3,top10,False,True,-0.04471815447682426,3,3,4,4,5,6,5,3
5224,loc_miss_closed,pb_omnimath_q4,26,1729,0.0653556969346443,8,median,False,False,-0.31886652575587204,9,9,9,8,9,18,8,9
5225,gate_blocked,pb_omnimath_q4,5,473,0.20718816067653276,1,max,True,True,0.25701368986810746,2,1,3,3,2,4,1,3
5226,caught,pb_omnimath_q4,9,650,0.1,1,top10,True,True,0.29455392358844135,1,1,1,1,1,4,3,1
5227,loc_miss_open,pb_omnimath_q4,12,923,0.09100758396533044,2,first4,False,False,-0.08679180792612096,3,6,5,5,5,2,11,3
5228,caught,pb_omnimath_q4,8,890,0.05056179775280899,1,mean,False,True,-0.03158573544614063,2,3,1,1,1,2,1,3
5229,caught,pb_omnimath_q4,6,477,0.2578616352201258,1,first4,True,True,0.019315936118667665,2,4,2,2,2,1,6,4
5230,loc_miss_open,pb_omnimath_q4,8,1085,0.07373271889400922,5,mean,False,True,-0.05958141132937245,6,7,5,5,5,7,7,6
5231,caught,pb_omnimath_q4,4,752,0.23138297872340424,2,last4,True,True,0.23827780180379188,3,4,3,3,4,4,2,3
5232,caught,pb_omnimath_q4,8,823,0.11421628189550426,1,top10,True,True,0.012881135581875425,1,1,1,1,1,3,1,1
5233,caught,pb_omnimath_q4,7,723,0.22406639004149378,1,top10,False,True,-0.026847409856795013,1,3,1,2,1,1,7,1
5234,caught,pb_omnimath_q4,6,578,0.2629757785467128,1,top10,True,True,0.006802911292901781,1,2,2,2,2,2,3,1
5235,caught,pb_omnimath_q4,7,738,0.1043360433604336,1,median,False,False,-0.16368693438214588,5,7,2,1,1,4,2,6
5236,caught,pb_omnimath_q4,7,647,0.15301391035548687,2,max,True,True,0.02617960846266909,3,2,3,5,3,7,4,3
5237,caught,pb_omnimath_q4,7,894,0.16554809843400448,1,top10,True,True,0.18887568223300022,1,1,4,3,3,2,4,2
5238,gate_blocked,pb_omnimath_q4,10,571,0.12609457092819615,1,top10,True,True,0.1001257100986781,1,2,1,2,1,1,9,2
5239,caught,pb_omnimath_q4,12,1131,0.06631299734748011,2,median,False,True,-0.02508629536606599,7,8,4,2,3,3,8,8
5240,loc_miss_open,pb_omnimath_q4,9,1106,0.16365280289330922,3,last4,False,False,-0.15388040386109458,6,5,9,9,9,8,3,6
5241,caught,pb_omnimath_q4,9,899,0.24026696329254726,1,top3,False,False,-0.02542266790531622,2,2,4,4,4,6,5,1
5242,caught,pb_omnimath_q4,9,837,0.16009557945041816,1,first4,True,True,0.067020057810256,2,2,4,4,4,1,2,2
5243,caught,pb_omnimath_q4,6,1274,0.20094191522762953,1,top10,True,True,0.5164461469144466,1,1,6,6,5,6,3,1
5244,gate_blocked,pb_omnimath_q4,7,471,0.18259023354564755,1,top10,True,True,0.5207599752995042,1,2,1,1,1,2,2,1
5245,gate_blocked,pb_omnimath_q4,17,811,0.051787916152897656,1,max,True,True,0.6523652877571915,2,1,4,3,3,10,4,1
5246,gate_blocked,pb_omnimath_q4,4,415,0.24096385542168675,1,top10,True,True,0.6790039679196362,1,1,1,1,1,2,1,2
5249,gate_blocked,pb_omnimath_q4,6,492,0.258130081300813,1,max,True,True,0.037609719134290565,5,1,6,6,6,2,3,5
5250,caught,pb_omnimath_q4,6,905,0.26077348066298345,1,top10,True,True,0.021721772960890506,1,1,2,2,2,4,1,1
5252,caught,pb_omnimath_q4,4,593,0.2580101180438449,1,max,True,True,0.6440314872381436,2,1,2,2,2,4,1,1
5253,caught,pb_omnimath_q4,9,733,0.21145975443383355,1,max,True,True,0.029624337549472912,2,1,6,6,6,7,6,2
5254,loc_miss_open,pb_omnimath_q4,23,1293,0.07347254447022429,1,max,False,True,-0.04880809941174946,6,1,14,15,14,22,22,2
5257,caught,pb_omnimath_q4,6,502,0.2589641434262948,1,first4,False,True,-0.0705021928831242,2,4,5,5,5,1,3,2
5258,gate_blocked,pb_omnimath_q4,10,939,0.19382321618743345,1,top10,True,True,0.7530263966991075,1,1,2,1,1,9,2,1
5260,caught,pb_omnimath_q4,6,558,0.0913978494623656,1,max,True,True,0.4633282556811431,4,1,6,6,4,6,4,2
5262,gate_blocked,pb_omnimath_q4,7,712,0.199438202247191,1,top10,True,True,0.3470955938320124,1,3,2,1,1,3,3,2
5263,gate_blocked,pb_omnimath_q4,3,322,0.484472049689441,2,top10,False,True,-0.008080226599826545,2,2,3,3,3,2,2,2
5265,caught,pb_omnimath_q4,4,775,0.1767741935483871,2,mean,False,True,-0.12718192102463632,4,4,2,2,2,3,3,4
5266,caught,pb_omnimath_q4,8,635,0.13385826771653545,1,top10,True,True,0.1362317850765158,1,1,4,4,3,1,2,1
5267,caught,pb_omnimath_q4,7,644,0.2686335403726708,1,top3,False,True,-0.027931360323256493,2,2,3,4,4,4,3,1
5268,caught,pb_omnimath_q4,6,1009,0.15758176412289396,1,top10,True,True,0.12299579185775866,1,1,3,3,2,5,2,1
5270,caught,pb_omnimath_q4,8,770,0.06753246753246753,4,mean,False,False,-0.09721114393455776,6,7,4,4,4,6,4,7
5271,caught,pb_omnimath_q4,5,583,0.3516295025728988,2,top10,False,True,-0.077052389940232,2,2,2,2,2,2,4,2
5272,caught,pb_omnimath_q4,8,707,0.24045261669024046,1,top3,True,True,0.13895671528301912,3,2,8,7,7,7,8,1
5273,gate_blocked,pb_omnimath_q4,6,829,0.15560916767189384,1,top10,True,True,0.685726607335357,1,2,1,1,1,1,1,1
5275,loc_miss_open,pb_omnimath_q4,11,966,0.08799171842650104,4,mean,False,False,-0.016073283314390174,6,7,4,4,4,5,4,6
5279,caught,pb_omnimath_q4,13,943,0.06998939554612937,3,max,False,False,-0.09720232118924232,7,3,9,9,9,11,8,8
5282,loc_miss_open,pb_omnimath_q4,7,692,0.16184971098265896,2,last4,True,True,0.02132385267706871,3,4,4,4,4,3,2,3
5283,caught,pb_omnimath_q4,8,1014,0.09664694280078895,3,first4,False,True,-0.007684438837743723,6,4,7,7,7,3,8,4
5285,caught,pb_omnimath_q4,6,223,0.13901345291479822,2,median,False,False,-0.13216044910503855,5,6,3,2,3,3,5,5
5290,loc_miss_closed,pb_omnimath_q4,10,787,0.15247776365946633,2,first4,True,True,0.009153050180626288,4,4,8,9,8,2,8,3
5291,caught,pb_omnimath_q4,7,617,0.18962722852512157,2,top10,True,True,0.008436607086950154,2,2,6,6,6,4,3,2
5294,caught,pb_omnimath_q4,5,390,0.23333333333333334,1,top10,True,True,0.5986134119031983,1,1,2,2,2,5,1,1
5297,caught,pb_omnimath_q4,6,736,0.12228260869565218,1,mean,True,True,0.0027953574296399886,3,3,1,1,1,1,2,3
5299,caught,pb_omnimath_q4,14,1852,0.11879049676025918,1,top10,True,True,0.13421891351050408,1,1,6,5,3,14,1,1
5300,caught,pb_omnimath_q4,9,664,0.15512048192771086,3,top10,False,False,-0.07093599782295867,3,5,5,5,5,7,3,5
5301,caught,pb_omnimath_q4,8,914,0.16083150984682712,1,top10,True,True,0.21687266875435363,1,2,1,2,3,7,6,1
5306,loc_miss_open,pb_omnimath_q4,8,822,0.07664233576642336,3,first4,False,False,-0.15009742555027294,7,7,7,7,6,3,7,8
5307,gate_blocked,pb_omnimath_q4,9,677,0.12259970457902511,1,last4,True,True,1.2581150999370991,7,3,5,5,7,8,1,4
5308,caught,pb_omnimath_q4,7,686,0.18221574344023322,1,top10,True,True,0.011559344189667309,1,1,2,3,3,3,2,1
5311,caught,pb_omnimath_q4,5,578,0.2975778546712803,2,max,True,True,0.2378044640689434,3,2,3,3,3,2,3,3
5312,caught,pb_omnimath_q4,8,819,0.2271062271062271,3,first4,False,True,-0.0835420556728077,6,5,7,7,7,3,7,6
5313,gate_blocked,pb_omnimath_q4,8,630,0.24285714285714285,1,top10,False,True,-0.021656461790284354,1,3,1,1,1,6,6,2
5314,caught,pb_omnimath_q4,17,1454,0.12998624484181567,1,top10,True,True,0.020406577351612,1,1,7,7,7,3,3,1
5321,caught,pb_omnimath_q4,6,721,0.18446601941747573,1,top10,False,True,-0.013366523207506642,1,2,1,1,1,1,4,1
5323,loc_miss_closed,pb_omnimath_q4,6,764,0.1505235602094241,4,last4,False,False,-0.3950734684355577,6,6,6,6,6,6,4,6
5325,caught,pb_omnimath_q4,10,863,0.15874855156431056,1,top10,True,True,0.09064398732998269,1,1,3,4,3,3,3,1
5327,caught,pb_omnimath_q4,8,925,0.12432432432432433,1,top10,True,True,0.32582150799889265,1,1,1,1,1,4,1,1
5331,caught,pb_omnimath_q4,5,926,0.183585313174946,2,mean,False,False,-0.2148081466878553,3,4,2,2,2,2,3,3
5332,caught,pb_omnimath_q4,6,579,0.2763385146804836,2,first4,True,True,0.06301695085784553,3,3,5,5,5,2,5,3
5333,caught,pb_omnimath_q4,8,504,0.12301587301587301,3,first4,False,False,-0.06275561510854089,5,5,6,4,4,3,3,5
5334,caught,pb_omnimath_q4,7,699,0.1301859799713877,1,top10,True,True,0.1930184872944536,1,2,4,4,4,3,5,1
5337,caught,pb_omnimath_q4,8,814,0.13636363636363635,1,first4,True,True,0.022160348870972513,2,3,3,3,3,1,4,3
5338,caught,pb_omnimath_q4,6,623,0.2504012841091493,2,top10,True,True,0.12595764458235914,2,2,3,3,3,3,6,2
5340,caught,pb_omnimath_q4,7,891,0.186307519640853,1,last4,True,True,0.32044746485119013,4,3,4,4,5,6,1,4
